Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000305589,5,3,6,5,4,11,5,2
ENSG00000305590,1,1,0,0,0,0,0,0
ENSG00000305591,0,0,0,0,0,0,0,0
ENSG00000305592,13,2,4,5,6,6,5,2
ENSG00000305593,0,0,0,0,0,0,0,2
ENSG00000305594,1,0,0,2,0,0,1,1
ENSG00000305595,0,0,0,0,0,0,0,0
ENSG00000305596,3,0,86,130,157,63,6,1
ENSG00000305597,0,0,0,0,0,0,0,0
ENSG00000305598,0,0,0,0,2,1,0,0
ENSG00000305599,17,2,0,0,2,0,8,3
ENSG00000305600,0,0,0,0,0,0,0,0
ENSG00000305601,0,0,1,0,1,0,0,0
ENSG00000305602,19,5,50,90,114,43,12,8
ENSG00000305603,0,0,0,0,0,0,0,0
ENSG00000305604,0,0,0,0,0,0,0,0
ENSG00000305605,9,0,0,0,0,0,2,2
ENSG00000305606,0,0,0,0,1,0,0,0
ENSG00000305607,0,0,0,0,0,0,0,0
ENSG00000305608,0,0,0,0,0,0,0,0
ENSG00000305609,17,10,7,8,9,16,15,4
ENSG00000305610,0,0,0,0,0,0,0,0
ENSG00000305611,0,0,10,11,16,4,0,0
ENSG00000305612,0,2,7,1,0,7,2,1
ENSG00000305613,1,1,0,1,0,0,4,3
ENSG00000305614,0,0,0,0,0,0,0,0
ENSG00000305615,1,1,0,0,0,0,0,0
ENSG00000305616,0,0,0,0,0,0,0,0
ENSG00000305617,1,1,0,3,0,3,1,0
ENSG00000305618,0,0,0,6,4,1,1,0
ENSG00000305619,0,0,1,0,2,3,0,0
ENSG00000305620,0,0,0,0,0,0,0,0
ENSG00000305621,0,0,0,0,0,0,0,0
ENSG00000305622,0,0,0,0,0,0,0,0
ENSG00000305623,19,6,27,10,20,36,13,4
ENSG00000305624,0,0,0,0,0,0,0,0
ENSG00000305625,0,0,0,0,0,0,0,0
ENSG00000305626,1,1,0,0,0,0,0,1
ENSG00000305627,0,0,0,0,0,0,0,0
ENSG00000305628,0,0,0,0,0,0,0,0
ENSG00000305629,0,0,0,0,0,0,0,0
ENSG00000305630,13,9,13,11,9,11,26,11
ENSG00000305631,8,2,20,11,11,18,6,3
ENSG00000305632,0,0,0,0,0,0,0,0
ENSG00000305633,1,0,0,0,0,2,1,3
ENSG00000305634,1,1,0,0,1,0,0,0
ENSG00000305635,7,3,7,10,7,13,7,2
ENSG00000305636,1,0,1,0,0,2,0,0
ENSG00000305637,0,0,0,0,0,0,0,0
ENSG00000305638,1,2,0,0,0,0,0,1
ENSG00000305639,0,0,0,1,1,0,0,0
ENSG00000305640,0,0,0,0,0,0,0,0
ENSG00000305641,0,0,0,0,0,0,0,0
ENSG00000305642,2,0,2,5,5,5,2,0
ENSG00000305643,0,0,0,0,0,0,0,0
ENSG00000305644,0,0,10,3,0,9,0,0
ENSG00000305645,0,0,0,1,0,0,0,0
ENSG00000305646,0,0,0,0,0,0,0,0
ENSG00000305647,1,0,0,0,2,0,1,0
ENSG00000305648,0,0,1,3,1,3,0,0
ENSG00000305649,0,0,0,0,0,1,0,0
ENSG00000305650,29,6,1,1,0,1,14,2
ENSG00000305651,0,0,0,0,0,0,0,0
ENSG00000305652,9,6,5,7,20,7,14,6
ENSG00000305653,3,3,0,0,0,0,1,2
ENSG00000305654,0,0,0,0,0,0,0,0
ENSG00000305655,0,0,0,0,0,0,0,0
ENSG00000305656,31,17,37,28,42,24,43,14
ENSG00000305657,8,0,0,0,0,0,4,4
ENSG00000305658,0,0,0,0,0,0,0,0
ENSG00000305659,0,0,0,0,0,0,1,0
ENSG00000305660,0,1,0,0,0,1,1,0
ENSG00000305661,0,0,0,0,0,0,0,0
ENSG00000305662,2,0,0,5,5,1,2,1
ENSG00000305663,4,1,3,6,4,3,5,2
ENSG00000305664,0,0,0,0,0,0,0,0
ENSG00000305665,0,0,1,0,0,1,0,1
ENSG00000305666,0,0,0,0,0,0,0,0
ENSG00000305667,5,0,2,1,5,2,1,2
ENSG00000305668,0,0,0,0,0,0,0,0
ENSG00000305669,0,0,0,0,0,0,0,0
ENSG00000305670,0,0,0,0,0,0,0,0
ENSG00000305671,0,0,0,2,2,0,0,0
ENSG00000305672,1,0,10,12,14,11,1,0
ENSG00000305673,0,0,0,0,0,0,0,0
ENSG00000305674,0,1,0,0,0,0,1,0
ENSG00000305675,1,0,5,3,2,4,1,0
ENSG00000305676,0,0,3,4,3,0,0,1
ENSG00000305677,0,0,0,0,1,1,2,0
ENSG00000305678,9,3,0,3,2,0,3,4
ENSG00000305679,0,0,0,1,0,0,0,0
ENSG00000305680,0,0,0,0,0,0,0,0
ENSG00000305681,2,0,0,0,0,0,1,7
ENSG00000305682,0,0,0,0,0,0,0,0
ENSG00000305683,7,4,1,5,12,1,0,2
ENSG00000305684,0,0,2,5,4,2,0,0
ENSG00000305685,0,0,0,0,0,0,1,0
ENSG00000305686,0,0,0,0,0,0,0,0
ENSG00000305687,0,1,0,0,2,0,0,0
ENSG00000305688,0,0,1,0,1,0,0,0
ENSG00000305689,0,0,0,0,0,0,0,0
ENSG00000305690,3,4,0,0,1,0,2,0
ENSG00000305691,0,0,1,0,2,0,0,0
ENSG00000305692,0,0,0,0,0,0,0,0
ENSG00000305693,0,1,2,1,3,0,5,0
ENSG00000305694,0,0,0,0,0,0,0,0
ENSG00000305695,0,0,0,0,0,0,0,0
ENSG00000305696,2,0,0,0,0,0,0,0
ENSG00000305697,0,0,0,0,0,0,0,0
ENSG00000305698,0,0,0,0,0,0,0,0
ENSG00000305699,3,3,4,2,4,3,2,1
ENSG00000305700,0,0,0,0,0,0,0,0
ENSG00000305701,0,0,0,0,0,0,0,0
ENSG00000305702,0,1,0,1,2,3,1,0
ENSG00000305703,0,0,0,0,0,0,0,0
ENSG00000305704,4,1,0,0,1,0,1,0
ENSG00000305705,0,0,0,0,0,0,0,0
ENSG00000305706,0,0,0,0,0,0,0,0
ENSG00000305707,0,0,0,3,1,1,0,0
ENSG00000305708,0,0,0,0,0,0,0,0
ENSG00000305709,0,0,7,2,16,5,0,0
ENSG00000305710,1,0,0,0,0,0,1,2
ENSG00000305711,2,0,0,5,6,0,3,2
ENSG00000305712,0,0,0,0,0,0,0,0
ENSG00000305713,0,0,0,0,0,0,0,0
ENSG00000305714,0,0,0,2,0,1,0,0
ENSG00000305715,0,0,0,0,0,0,0,0
ENSG00000305716,0,0,0,0,0,0,0,0
ENSG00000305717,0,0,0,1,0,1,0,0
ENSG00000305718,0,0,0,0,0,0,0,0
ENSG00000305719,0,0,0,0,0,0,0,0
ENSG00000305720,0,0,0,0,0,0,0,0
ENSG00000305721,0,0,0,0,0,0,0,1
ENSG00000305722,1,0,0,0,0,0,0,0
ENSG00000305723,0,0,0,0,0,0,0,0
ENSG00000305724,8,2,2,4,5,4,14,5
ENSG00000305725,0,0,0,0,0,0,0,0
ENSG00000305726,1,0,0,0,0,0,0,0
ENSG00000305727,4,1,6,7,5,8,4,1
ENSG00000305728,0,0,0,0,0,0,0,0
ENSG00000305729,0,0,0,0,0,0,0,0
ENSG00000305730,5,2,6,3,2,3,4,3
ENSG00000305731,0,0,16,12,25,25,0,0
ENSG00000305732,0,0,0,0,0,0,0,0
ENSG00000305733,0,0,0,0,0,0,0,0
ENSG00000305734,0,0,0,0,0,0,0,0
ENSG00000305735,0,0,0,0,0,0,0,0
ENSG00000305736,0,0,0,0,0,0,2,1
ENSG00000305737,0,0,0,0,0,0,0,0
ENSG00000305738,0,0,0,0,0,0,0,0
ENSG00000305739,0,0,0,0,0,0,0,0
ENSG00000305740,1,0,2,0,0,3,1,0
ENSG00000305741,1,0,2,0,0,2,0,0
ENSG00000305742,0,0,0,0,0,0,0,0
ENSG00000305743,0,1,0,0,0,0,3,0
ENSG00000305744,5,6,1,0,0,0,17,7
ENSG00000305745,0,0,0,0,0,0,0,0
ENSG00000305746,4,1,10,7,19,4,5,0
ENSG00000305747,0,0,0,0,0,0,0,0
ENSG00000305748,0,0,0,0,0,0,0,0
ENSG00000305749,0,0,3,1,3,3,0,0
ENSG00000305750,1,0,0,0,0,0,0,0
ENSG00000305751,0,0,0,0,0,0,0,0
ENSG00000305752,0,0,0,0,0,0,0,0
ENSG00000305753,0,0,0,0,0,0,0,0
ENSG00000305754,8,3,0,0,0,0,3,0
ENSG00000305755,0,0,0,0,0,0,0,0
ENSG00000305756,4,2,5,13,10,8,1,3
ENSG00000305757,3,0,3,3,2,2,0,0
ENSG00000305758,0,0,0,0,0,0,0,0
ENSG00000305759,0,0,0,0,0,0,0,0
ENSG00000305760,1,0,3,4,5,10,0,0
ENSG00000305761,0,0,0,0,0,0,0,0
ENSG00000305762,2,0,4,40,51,2,1,0
ENSG00000305763,0,0,0,0,0,0,0,0
ENSG00000305764,3,0,0,0,2,0,0,0
ENSG00000305765,0,0,0,0,0,0,0,0
ENSG00000305766,1,1,9,12,15,13,0,0
ENSG00000305767,3,1,0,2,0,0,0,0
ENSG00000305768,0,0,0,0,0,0,0,0
ENSG00000305769,0,0,0,0,0,0,0,0
ENSG00000305770,9,1,1,5,16,5,2,1
ENSG00000305771,0,0,0,0,0,0,0,0
ENSG00000305773,1,0,0,0,0,0,0,0
ENSG00000305774,0,0,0,0,0,0,0,0
ENSG00000305775,0,0,0,0,0,0,3,0
ENSG00000305776,0,0,0,0,0,0,0,0
ENSG00000305777,0,0,0,0,0,0,0,0
ENSG00000305778,4,0,0,0,1,0,1,2
ENSG00000305779,0,0,0,0,0,0,0,0
ENSG00000305780,0,0,3,0,0,0,0,0
ENSG00000305781,0,0,0,0,0,0,0,0
ENSG00000305782,43,22,1,8,2,10,98,28
ENSG00000305783,0,0,44,16,24,49,0,0
ENSG00000305784,0,0,0,0,0,0,0,1
ENSG00000305785,0,0,0,0,0,0,0,0
ENSG00000305786,16,3,2,3,5,3,22,6
ENSG00000305787,0,0,0,0,0,0,4,2
ENSG00000305788,4,3,0,0,0,0,1,0
ENSG00000305789,3,3,16,26,51,21,1,1
ENSG00000305790,0,0,0,0,0,0,0,0
ENSG00000305791,22,6,10,15,13,4,35,12
ENSG00000305792,0,0,4,0,0,1,1,0
ENSG00000305793,0,0,0,0,0,0,0,0
ENSG00000305794,0,0,0,0,0,0,0,0
ENSG00000305795,0,0,0,0,0,0,0,0
ENSG00000305796,9,3,0,0,0,0,13,4
ENSG00000305797,0,0,0,0,0,0,0,0
ENSG00000305798,3,2,10,0,0,8,4,0
ENSG00000305799,0,1,1,0,0,0,0,0
ENSG00000305800,0,0,6,5,0,6,0,0
ENSG00000305801,0,0,0,0,0,0,0,0
ENSG00000305802,0,0,0,0,1,0,0,0
ENSG00000305803,0,0,0,0,0,0,0,0
ENSG00000305804,0,0,0,0,0,0,0,0
ENSG00000305805,1,5,0,0,0,1,2,0
ENSG00000305806,0,0,0,0,0,0,0,0
ENSG00000305807,0,0,0,0,0,0,0,0
ENSG00000305808,1,0,2,0,0,0,0,0
ENSG00000305809,0,0,1,1,0,0,1,1
ENSG00000305810,0,0,0,0,0,0,0,0
ENSG00000305811,0,0,0,0,0,0,0,0
ENSG00000305812,1,0,3,2,4,0,0,0
ENSG00000305813,0,0,0,0,0,0,0,0
ENSG00000305814,1,1,0,0,2,0,0,0
ENSG00000305815,0,0,0,0,0,0,0,0
ENSG00000305816,2,0,0,0,2,0,1,1
ENSG00000305817,3,0,0,0,2,2,0,0
ENSG00000305818,4,0,0,0,0,0,1,0
ENSG00000305819,0,0,0,0,0,0,0,0
ENSG00000305820,0,1,1,0,3,1,1,0
ENSG00000305821,0,0,0,0,0,0,3,0
ENSG00000305822,0,0,0,0,0,0,0,0
ENSG00000305823,0,0,0,0,0,0,0,0
ENSG00000305824,0,1,2,1,0,1,0,1
ENSG00000305825,0,0,0,1,1,0,0,0
ENSG00000305826,0,0,0,0,0,0,0,0
ENSG00000305827,0,0,0,0,0,0,0,0
ENSG00000305828,1,0,1,2,0,0,1,1
ENSG00000305829,0,0,0,0,0,0,0,0
ENSG00000305830,5,2,21,23,23,15,8,6
ENSG00000305831,3,0,0,0,0,0,1,0
ENSG00000305832,3,2,6,2,6,6,6,1
ENSG00000305833,0,0,0,0,0,0,0,0
ENSG00000305834,0,0,0,0,0,0,0,0
ENSG00000305835,0,0,0,0,0,0,0,0
ENSG00000305836,5,1,10,16,16,4,0,2
ENSG00000305837,0,0,0,0,0,0,0,0
ENSG00000305838,0,0,10,13,19,15,4,0
ENSG00000305839,3,0,0,1,4,0,2,2
ENSG00000305840,0,0,0,0,0,0,0,0
ENSG00000305841,0,0,0,0,0,0,2,0
ENSG00000305842,1,0,0,2,0,2,0,0
ENSG00000305843,0,0,0,0,0,0,0,0
ENSG00000305844,2,5,4,6,8,6,2,3
ENSG00000305845,0,0,2,3,0,0,0,0
ENSG00000305846,0,0,0,0,0,0,0,0
ENSG00000305847,0,0,0,0,0,0,0,0
ENSG00000305848,0,0,0,0,0,0,0,1
ENSG00000305849,0,0,3,0,0,6,0,0
ENSG00000305850,0,0,0,0,0,0,0,0
ENSG00000305851,3,1,0,0,0,0,0,1
ENSG00000305852,0,0,0,0,0,0,0,0
ENSG00000305853,0,0,0,0,0,0,0,0
ENSG00000305854,0,0,0,0,0,0,0,0
ENSG00000305855,0,0,0,0,0,0,0,0
ENSG00000305856,1,0,0,0,0,0,0,0
ENSG00000305857,0,0,2,3,6,1,2,2
ENSG00000305858,0,1,0,0,0,0,0,0
ENSG00000305859,0,0,0,0,0,0,0,0
ENSG00000305860,0,1,0,0,0,0,0,0
ENSG00000305861,0,0,0,0,0,0,0,0
ENSG00000305862,0,0,0,0,1,0,0,0
ENSG00000305863,1,0,1,0,3,5,3,0
ENSG00000305864,0,0,0,0,0,0,0,0
ENSG00000305865,0,0,0,0,0,0,0,0
ENSG00000305866,5,0,6,6,10,5,1,2
ENSG00000305867,0,0,0,1,0,0,0,0
ENSG00000305868,7,4,5,1,7,0,5,1
ENSG00000305869,3,3,0,6,2,2,1,3
ENSG00000305870,0,0,3,0,0,0,0,0
ENSG00000305871,0,0,0,1,1,0,0,0
ENSG00000305872,0,0,0,0,0,0,0,0
ENSG00000305873,3,2,4,0,4,6,4,0
ENSG00000305874,0,1,0,0,0,0,0,0
ENSG00000305875,3,2,0,0,0,0,2,0
ENSG00000305876,0,0,0,0,0,0,0,0
ENSG00000305877,0,0,0,0,0,0,0,0
ENSG00000305878,0,0,0,0,0,0,0,0
ENSG00000305879,0,0,0,0,0,0,0,0
ENSG00000305880,2,1,41,52,60,52,4,1
ENSG00000305881,0,0,0,0,0,0,0,0
ENSG00000305882,0,0,0,0,1,0,0,0
ENSG00000305883,0,0,0,0,0,0,0,0
ENSG00000305884,3,0,0,0,0,0,0,0
ENSG00000305885,0,0,0,0,0,0,0,0
ENSG00000305886,0,0,0,0,0,0,0,0
ENSG00000305887,2,1,1,0,0,0,0,0
ENSG00000305888,0,0,0,0,0,0,0,0
ENSG00000305889,0,1,0,0,1,2,2,1
ENSG00000305890,1,0,0,1,2,3,0,0
ENSG00000305891,0,0,0,0,0,0,0,0
ENSG00000305892,0,0,0,0,0,0,0,0
ENSG00000305893,0,0,2,0,0,0,0,0
ENSG00000305894,0,0,0,0,1,4,0,0
ENSG00000305895,0,0,0,0,0,0,0,0
ENSG00000305896,0,0,0,0,0,0,0,0
ENSG00000305897,0,0,0,0,0,0,0,0
ENSG00000305898,0,0,0,0,0,0,0,0
ENSG00000305899,0,0,0,0,0,0,0,0
ENSG00000305900,1,0,17,10,9,13,0,0
ENSG00000305901,0,0,14,8,5,13,0,0
ENSG00000305902,0,0,0,0,0,2,0,0
ENSG00000305903,0,0,0,0,0,0,0,0
ENSG00000305904,0,0,0,0,0,0,0,0
ENSG00000305905,0,0,0,0,0,0,0,1
ENSG00000305906,2,0,0,0,0,0,0,0
ENSG00000305907,0,0,0,0,0,0,0,0
ENSG00000305908,0,0,0,0,0,0,0,0
ENSG00000305909,0,0,0,0,0,0,2,0
ENSG00000305910,10,6,9,21,25,5,13,5
ENSG00000305911,0,0,0,0,0,0,0,0
ENSG00000305912,0,0,1,0,0,0,0,0
ENSG00000305913,0,0,0,0,0,0,0,0
ENSG00000305914,0,0,0,0,0,0,0,0
ENSG00000305915,0,0,0,0,0,0,0,0
ENSG00000305916,0,0,0,0,0,0,0,0
ENSG00000305917,3,0,17,21,18,20,0,0
ENSG00000305918,0,1,0,0,1,0,0,1
ENSG00000305919,0,0,0,0,0,0,1,0
ENSG00000305920,0,0,3,1,2,1,0,0
ENSG00000305921,0,0,0,0,0,0,0,0
ENSG00000305922,0,0,0,0,0,0,0,0
ENSG00000305923,0,0,0,0,0,0,0,0
ENSG00000305924,0,0,0,0,0,0,0,0
ENSG00000305925,0,0,0,2,0,0,0,0
ENSG00000305926,0,1,0,0,1,0,0,0
ENSG00000305927,0,0,0,0,0,0,0,0
ENSG00000305928,0,0,0,0,0,0,0,0
ENSG00000305929,0,0,0,0,0,0,0,0
ENSG00000305930,0,0,0,0,0,0,0,0
ENSG00000305931,2,0,0,0,0,0,2,0
ENSG00000305932,0,0,0,0,0,0,0,0
ENSG00000305933,0,0,0,0,0,0,0,0
ENSG00000305934,0,0,0,0,0,0,0,0
ENSG00000305935,0,0,0,0,0,0,0,0
ENSG00000305936,2,0,4,4,9,3,2,1
ENSG00000305937,0,0,0,0,0,1,0,0
ENSG00000305938,0,0,0,0,0,0,0,0
ENSG00000305939,8,2,9,5,1,7,9,2
ENSG00000305940,0,0,0,0,0,0,0,0
ENSG00000305941,1,0,0,0,0,0,1,0
ENSG00000305942,0,0,0,0,0,0,0,0
ENSG00000305943,6,2,5,3,7,6,1,1
ENSG00000305944,0,0,0,0,0,0,0,0
ENSG00000305945,0,0,0,0,1,0,0,0
ENSG00000305946,0,0,0,1,1,0,0,0
ENSG00000305947,8,1,0,0,0,0,8,2
ENSG00000305948,0,0,0,0,0,0,2,0
ENSG00000305949,0,0,0,0,0,0,1,0
ENSG00000305950,0,0,2,3,4,0,0,0
ENSG00000305951,4,1,0,0,0,0,2,0
ENSG00000305952,0,0,0,0,0,0,0,0
ENSG00000305953,0,0,0,0,0,0,0,0
ENSG00000305954,6,2,5,10,11,4,4,0
ENSG00000305955,0,0,0,0,0,0,0,0
ENSG00000305956,0,0,0,0,0,0,0,0
ENSG00000305957,0,0,0,0,0,0,0,0
ENSG00000305958,1,1,0,0,0,0,0,0
ENSG00000305959,0,1,51,49,63,64,4,0
ENSG00000305960,1,0,0,0,1,0,0,0
ENSG00000305961,0,0,0,0,0,0,0,0
ENSG00000305962,6,3,17,15,26,20,7,0
ENSG00000305963,0,0,0,0,0,0,0,0
ENSG00000305964,3,3,11,5,21,12,1,0
ENSG00000305965,0,0,3,9,1,2,0,1
ENSG00000305966,0,0,0,0,0,0,0,0
ENSG00000305967,0,0,2,0,2,1,0,0
ENSG00000305968,0,0,0,0,0,0,0,0
ENSG00000305969,16,9,22,41,54,12,10,6
ENSG00000305970,12,7,41,59,48,57,6,5
ENSG00000305971,0,0,0,0,0,0,0,0
ENSG00000305972,3,4,0,0,0,0,6,2
ENSG00000305973,0,0,0,0,0,0,0,0
ENSG00000305974,0,0,0,0,0,0,0,0
ENSG00000305975,0,0,0,0,0,0,0,0
ENSG00000305976,0,0,0,0,0,0,0,0
ENSG00000305977,0,0,0,0,0,0,0,0
ENSG00000305978,0,0,0,0,0,0,0,0
ENSG00000305979,0,0,0,0,0,0,1,0
ENSG00000305980,0,0,3,2,8,9,8,1
ENSG00000305981,0,0,0,0,0,0,0,0
ENSG00000305982,0,0,0,0,0,0,0,0
ENSG00000305983,14,5,3,2,1,4,60,21
ENSG00000305984,0,1,0,0,0,0,0,0
ENSG00000305985,1,0,1,1,3,2,4,1
ENSG00000305986,0,0,0,0,0,0,0,0
ENSG00000305987,0,0,0,0,0,0,0,0
ENSG00000305988,1,1,0,0,0,0,9,4
ENSG00000305989,0,0,47,26,22,37,0,0
ENSG00000305990,0,0,0,0,0,0,0,0
ENSG00000305991,0,0,0,0,0,0,0,0
ENSG00000305992,0,0,2,5,2,14,1,0
ENSG00000305993,0,0,0,0,0,0,0,0
ENSG00000305994,0,0,3,1,5,3,1,0
ENSG00000305995,5,5,0,5,1,3,4,1
ENSG00000305996,0,0,0,0,0,0,0,0
ENSG00000305997,0,0,0,0,0,0,0,0
ENSG00000305998,0,0,0,3,6,2,0,0
ENSG00000305999,0,0,0,0,0,0,0,0
ENSG00000306000,0,0,0,0,0,0,2,0
ENSG00000306001,0,0,0,0,0,0,0,0
ENSG00000306002,0,0,0,0,0,0,0,0
ENSG00000306003,0,0,1,0,0,0,0,0
ENSG00000306004,1,0,0,0,0,0,1,1
ENSG00000306005,0,0,0,0,0,0,2,0
ENSG00000306006,0,0,0,0,0,0,0,0
ENSG00000306007,0,0,0,0,0,0,0,0
ENSG00000306008,2,0,0,0,0,2,7,2
ENSG00000306009,0,0,0,6,4,2,0,0
ENSG00000306010,0,0,0,0,0,0,0,0
ENSG00000306011,0,0,0,0,0,0,0,0
ENSG00000306012,0,0,0,0,0,0,0,0
ENSG00000306013,0,0,0,0,0,0,2,0
ENSG00000306014,0,0,0,0,0,0,0,1
ENSG00000306015,0,0,3,0,4,1,1,0
ENSG00000306016,0,0,0,0,0,0,0,0
ENSG00000306017,0,0,0,0,0,0,0,0
ENSG00000306018,0,0,0,0,1,0,0,0
ENSG00000306019,1,0,0,0,0,0,0,0
ENSG00000306020,0,0,0,0,0,0,0,0
ENSG00000306021,0,0,0,0,0,0,0,0
ENSG00000306022,0,0,0,0,0,0,0,0
ENSG00000306023,0,0,3,2,0,2,0,0
ENSG00000306024,0,0,0,0,0,0,0,0
ENSG00000306025,0,1,5,6,15,5,0,0
ENSG00000306026,16,10,0,0,0,1,33,10
ENSG00000306027,5,1,0,0,0,0,36,15
ENSG00000306028,0,0,0,0,0,0,0,0
ENSG00000306029,0,0,0,0,0,0,0,0
ENSG00000306030,0,0,1,1,3,5,1,1
ENSG00000306031,1,0,1,1,0,0,0,0
ENSG00000306032,3,1,0,0,0,0,0,0
ENSG00000306033,0,0,11,4,6,5,0,1
ENSG00000306034,6,3,0,0,0,0,6,5
ENSG00000306035,0,0,0,0,0,0,0,0
ENSG00000306036,0,0,0,0,0,0,0,0
ENSG00000306037,4,2,0,0,0,0,1,0
ENSG00000306038,0,0,0,0,0,0,0,0
ENSG00000306039,0,0,0,0,0,0,0,0
ENSG00000306040,0,0,0,0,0,0,0,0
ENSG00000306041,0,0,0,0,0,0,0,0
ENSG00000306042,0,0,0,0,0,0,0,0
ENSG00000306043,0,0,0,0,0,0,0,0
ENSG00000306044,0,0,0,0,0,0,0,0
ENSG00000306045,2,1,10,4,6,13,4,3
ENSG00000306046,0,0,0,0,0,0,0,0
ENSG00000306047,0,0,0,0,0,0,0,0
ENSG00000306048,0,0,0,0,0,0,0,0
ENSG00000306049,7,4,0,0,0,0,7,5
ENSG00000306050,0,0,0,0,0,0,0,0
ENSG00000306051,1,1,1,1,1,0,1,0
ENSG00000306052,0,0,0,0,0,0,0,0
ENSG00000306053,1,4,0,0,3,0,3,0
ENSG00000306054,0,0,0,0,0,0,0,0
ENSG00000306055,0,1,0,0,0,0,5,1
ENSG00000306056,4,0,0,0,0,0,0,0
ENSG00000306057,0,0,0,0,0,0,1,0
ENSG00000306058,0,0,0,0,0,0,0,0
ENSG00000306059,0,0,0,0,0,1,0,0
ENSG00000306060,0,0,0,0,0,0,0,0
ENSG00000306061,0,0,1,1,1,3,0,0
ENSG00000306062,0,0,1,0,0,1,0,0
ENSG00000306063,0,0,0,0,0,0,0,0
ENSG00000306064,0,0,16,9,15,15,0,0
ENSG00000306065,5,2,13,23,19,14,10,0
ENSG00000306066,2,0,0,0,0,0,2,0
ENSG00000306067,1,0,0,1,1,1,1,0
ENSG00000306068,0,0,0,0,0,0,0,0
ENSG00000306069,0,0,0,0,0,1,0,0
ENSG00000306070,1,0,0,0,0,0,0,0
ENSG00000306071,0,0,0,0,0,0,0,0
ENSG00000306072,0,0,1,2,2,2,0,0
ENSG00000306073,0,0,65,69,113,53,0,0
ENSG00000306074,0,0,0,0,0,0,0,0
ENSG00000306075,0,2,0,0,0,0,0,0
ENSG00000306076,2,2,0,0,1,0,4,1
ENSG00000306077,0,0,0,0,0,0,0,0
ENSG00000306078,0,0,18,17,37,18,0,0
ENSG00000306079,0,2,0,0,0,0,0,0
ENSG00000306080,6,4,0,0,0,0,5,1
ENSG00000306081,6,1,2,6,7,5,8,1
ENSG00000306082,0,0,2,9,1,0,0,0
ENSG00000306083,1,0,1,4,7,0,0,0
ENSG00000306084,0,0,0,0,0,0,0,0
ENSG00000306085,0,0,0,0,0,0,0,0
ENSG00000306086,1,0,28,28,45,27,2,1
ENSG00000306087,0,1,0,0,0,1,0,1
ENSG00000306088,3,0,0,0,0,0,2,2
ENSG00000306089,0,0,0,0,0,0,0,1
ENSG00000306090,0,0,0,0,0,0,0,0
ENSG00000306091,0,0,0,0,0,0,0,0
ENSG00000306092,2,0,0,0,0,0,1,0
ENSG00000306093,43,20,14,2,4,5,47,28
ENSG00000306094,2,0,0,2,1,0,2,2
ENSG00000306095,0,0,0,0,0,0,0,0
ENSG00000306096,4,2,0,0,0,0,1,0
ENSG00000306097,0,0,4,3,5,3,0,0
ENSG00000306098,1,0,0,0,0,0,3,1
ENSG00000306099,0,0,0,0,1,0,2,0
ENSG00000306100,9,4,71,72,76,89,6,1
ENSG00000306101,9,7,7,14,11,4,7,4
ENSG00000306102,0,0,0,0,0,0,0,0
ENSG00000306103,0,0,0,1,0,0,0,0
ENSG00000306104,0,0,0,0,1,0,1,0
ENSG00000306105,0,0,0,0,0,0,0,0
ENSG00000306106,0,0,0,0,0,0,0,0
ENSG00000306107,0,0,0,0,0,0,0,0
ENSG00000306108,4,3,7,6,13,2,0,1
ENSG00000306109,0,0,0,0,0,0,0,0
ENSG00000306110,0,0,0,0,0,0,0,0
ENSG00000306111,0,0,0,0,0,0,0,0
ENSG00000306112,0,0,0,0,0,0,0,0
ENSG00000306113,1,2,8,6,4,2,2,0
ENSG00000306114,3,1,3,12,17,17,2,2
ENSG00000306115,0,0,0,0,0,0,0,0
ENSG00000306116,1,0,0,0,0,0,0,0
ENSG00000306117,4,2,0,2,3,5,6,1
ENSG00000306118,0,0,0,0,0,1,0,0
ENSG00000306119,0,0,3,0,0,0,0,0
ENSG00000306120,0,0,2,1,0,0,0,0
ENSG00000306121,0,0,0,0,0,0,0,0
ENSG00000306122,0,0,0,0,0,0,0,0
ENSG00000306123,1,1,0,1,0,1,5,1
ENSG00000306124,0,0,0,0,0,0,0,0
ENSG00000306125,0,0,0,2,0,0,0,0
ENSG00000306126,1,0,0,0,1,0,1,1
ENSG00000306127,0,0,0,0,0,2,0,0
ENSG00000306128,0,0,0,0,0,0,0,0
ENSG00000306129,0,0,0,0,0,0,0,0
ENSG00000306130,0,0,0,0,0,0,0,0
ENSG00000306131,0,2,2,10,10,1,0,0
ENSG00000306132,1,0,1,3,2,6,4,1
ENSG00000306133,1,0,0,1,0,0,0,0
ENSG00000306134,0,0,0,0,0,0,0,0
ENSG00000306135,0,0,0,0,0,0,0,0
ENSG00000306136,0,0,0,0,0,0,0,0
ENSG00000306137,0,0,0,1,0,0,0,0
ENSG00000306138,0,0,0,0,0,0,0,0
ENSG00000306139,0,0,10,14,11,11,1,1
ENSG00000306140,0,0,0,0,0,0,0,0
ENSG00000306141,0,0,0,0,0,0,0,0
ENSG00000306142,0,0,0,0,0,1,0,0
ENSG00000306143,0,0,0,0,0,0,0,0
ENSG00000306144,0,0,0,0,0,0,0,0
