"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm.LNCAP_Hypoxia_S1","avg_cpm.LNCAP_Hypoxia_S2","avg_cpm.LNCAP_Normoxia_S1","avg_cpm.LNCAP_Normoxia_S2"
"ENSG00000120837",4.588114e+03, 1.0840209, 1.723366e-20, 1.052128e-18,"NFYB","protein_coding",1.612417e+02,1.543536e+02,7.786012e+01,6.856225e+01
"ENSG00000196338",3.546676e+02, 1.0833988, 1.063404e-07, 1.620622e-06,"NLGN3","protein_coding",1.319174e+01,1.120110e+01,5.673488e+00,5.645289e+00
"ENSG00000253276",3.531301e+02, 1.0832060, 1.243202e-07, 1.868182e-06,"CCDC71L","protein_coding",1.145525e+01,1.285049e+01,5.150585e+00,6.119321e+00
"ENSG00000029153",5.547843e+02, 1.0829467, 3.488957e-10, 7.937280e-09,"BMAL2","protein_coding",1.999767e+01,1.816793e+01,8.418723e+00,9.286716e+00
"ENSG00000067992",1.721310e+03, 1.0820613, 2.906940e-15, 1.184317e-13,"PDK3","protein_coding",6.172949e+01,5.659631e+01,2.967469e+01,2.531761e+01
"ENSG00000152137",8.016256e+02, 1.0805791, 8.190574e-11, 2.020671e-09,"HSPB8","protein_coding",2.674758e+01,2.833508e+01,1.435366e+01,1.129058e+01
"ENSG00000165886",2.658892e+02, 1.0797894, 2.268501e-06, 2.627145e-05,"UBTD1","protein_coding",9.522698e+00,8.763936e+00,3.817185e+00,4.675678e+00
"ENSG00000133216",5.046816e+02, 1.0792701, 5.041652e-10, 1.114920e-08,"EPHB2","protein_coding",1.688879e+01,1.779867e+01,8.000402e+00,8.144730e+00
"ENSG00000179833",1.132096e+03, 1.0785950, 2.361523e-14, 8.781429e-13,"SERTAD2","protein_coding",4.052748e+01,3.727134e+01,1.722962e+01,1.898282e+01
"ENSG00000113742",3.208567e+03, 1.0783896, 2.085959e-19, 1.188358e-17,"CPEB4","protein_coding",1.137962e+02,1.066197e+02,5.404193e+01,4.863137e+01
"ENSG00000123364",4.357200e+02, 1.0764630, 2.811715e-08, 4.725160e-07,"HOXC13","protein_coding",1.607656e+01,1.385982e+01,6.379405e+00,7.562964e+00
"ENSG00000164032",1.294928e+04, 1.0753674, 5.117614e-25, 4.289567e-23,"H2AZ1","protein_coding",4.510958e+02,4.379998e+02,2.149128e+02,2.000199e+02
"ENSG00000198743",2.117047e+03, 1.0723219, 2.659367e-16, 1.219493e-14,"SLC5A3","protein_coding",6.985179e+01,7.540431e+01,3.660315e+01,3.135075e+01
"ENSG00000038382",3.154672e+03, 1.0722725, 2.463439e-21, 1.614816e-19,"TRIO","protein_coding",1.071584e+02,1.093030e+02,5.181960e+01,4.942860e+01
"ENSG00000180884",2.291920e+02, 1.0720022, 8.880212e-06, 8.924722e-05,"ZNF792","protein_coding",8.206325e+00,7.508428e+00,4.000201e+00,3.361317e+00
"ENSG00000167653",6.577999e+02, 1.0714777, 1.194107e-10, 2.900459e-09,"PSCA","protein_coding",2.179017e+01,2.336229e+01,9.647543e+00,1.146295e+01
"ENSG00000168214",9.532471e+03, 1.0704508, 4.749336e-23, 3.384440e-21,"RBPJ","protein_coding",3.368514e+02,3.168803e+02,1.594590e+02,1.466913e+02
"ENSG00000101384",3.235531e+03, 1.0694915, 1.842059e-16, 8.562224e-15,"JAG1","protein_coding",1.001284e+02,1.218089e+02,5.427724e+01,4.970871e+01
"ENSG00000183496",4.963070e+02, 1.0685627, 8.486067e-10, 1.807886e-08,"MEX3B","protein_coding",1.714086e+01,1.688781e+01,7.895821e+00,8.058543e+00
"ENSG00000180881",3.019969e+02, 1.0680357, 4.528198e-07, 6.125046e-06,"CAPS2","protein_coding",1.072704e+01,9.970208e+00,4.993715e+00,4.718772e+00
"ENSG00000181634",1.548209e+03, 1.0676564, 3.516517e-15, 1.424155e-13,"TNFSF15","protein_coding",5.464348e+01,5.150043e+01,2.295540e+01,2.682590e+01
"ENSG00000105048",2.140436e+02, 1.0671417, 2.334596e-05, 2.121153e-04,"TNNT1","protein_coding",7.422103e+00,7.262250e+00,2.954397e+00,3.921537e+00
"ENSG00000123095",2.894906e+02, 1.0666157, 7.266179e-07, 9.411519e-06,"BHLHE41","protein_coding",1.036294e+01,9.477852e+00,4.549248e+00,4.761866e+00
"ENSG00000003436",7.374133e+03, 1.0660873, 9.899302e-21, 6.191454e-19,"TFPI","protein_coding",2.534158e+02,2.518401e+02,1.271175e+02,1.101909e+02
"ENSG00000084731",6.262341e+02, 1.0651910, 5.970512e-11, 1.490951e-09,"KIF3C","protein_coding",2.159412e+01,2.131901e+01,9.621398e+00,1.053644e+01
"ENSG00000129355",3.587958e+02, 1.0642875, 1.640409e-07, 2.417122e-06,"CDKN2D","protein_coding",1.277162e+01,1.181654e+01,5.255166e+00,6.291696e+00
"ENSG00000273045",2.836334e+02, 1.0641631, 1.573903e-06, 1.889054e-05,"C2orf15","protein_coding",9.298635e+00,1.011791e+01,4.967570e+00,4.180100e+00
"ENSG00000033800",3.300324e+03, 1.0637169, 2.373639e-20, 1.427814e-18,"PIAS1","protein_coding",1.122278e+02,1.137835e+02,5.545377e+01,5.089379e+01
"ENSG00000130810",2.432043e+02, 1.0632125, 6.593244e-06, 6.855365e-05,"PPAN","protein_coding",8.346365e+00,8.320815e+00,3.477299e+00,4.352475e+00
"ENSG00000170421",1.476392e+04, 1.0626704, 1.029329e-17, 5.159763e-16,"KRT8","protein_coding",4.861337e+02,5.249745e+02,2.103635e+02,2.658026e+02
"ENSG00000048392",6.491381e+03, 1.0618095, 2.938447e-18, 1.533090e-16,"RRM2B","protein_coding",2.323818e+02,2.118854e+02,1.132083e+02,9.609920e+01
"ENSG00000075539",3.228101e+03, 1.0597377, 1.284827e-16, 6.082706e-15,"FRYL","protein_coding",1.041335e+02,1.167622e+02,5.631655e+01,4.789877e+01
"ENSG00000096696",1.933255e+04, 1.0589074, 3.529995e-24, 2.776748e-22,"DSP","protein_coding",6.786043e+02,6.438292e+02,3.238071e+02,3.004500e+02
"ENSG00000111669",2.164108e+04, 1.0587239, 2.485636e-14, 9.226177e-13,"TPI1","protein_coding",7.438628e+02,7.366383e+02,2.916486e+02,4.077752e+02
"ENSG00000155657",8.295908e+02, 1.0580242, 4.825597e-10, 1.071586e-08,"TTN","protein_coding",2.501109e+01,3.173234e+01,1.443210e+01,1.238947e+01
"ENSG00000273604",5.822063e+02, 1.0570717, 4.376971e-09, 8.319498e-08,"EPOP","protein_coding",1.940950e+01,2.043277e+01,8.183418e+00,1.062262e+01
"ENSG00000166391",2.782228e+02, 1.0563401, 1.956574e-06, 2.302408e-05,"MOGAT2","protein_coding",9.410667e+00,9.600941e+00,4.889134e+00,4.115459e+00
"ENSG00000104863",1.708191e+02, 1.0553734, 7.177142e-05, 5.658709e-04,"LIN7B","protein_coding",5.965690e+00,5.711329e+00,2.745236e+00,2.779551e+00
"ENSG00000111328",9.882737e+03, 1.0546653, 1.482157e-22, 1.017217e-20,"CDK2AP1","protein_coding",3.358432e+02,3.396025e+02,1.683222e+02,1.514317e+02
"ENSG00000170122",5.896511e+02, 1.0544455, 4.019379e-08, 6.508657e-07,"FOXD4","protein_coding",1.940950e+01,2.092513e+01,7.843531e+00,1.122594e+01
"ENSG00000078114",3.464024e+03, 1.0536933, 7.242598e-21, 4.600175e-19,"NEBL","protein_coding",1.204341e+02,1.162452e+02,5.728392e+01,5.485842e+01
"ENSG00000108061",4.083515e+03, 1.0498509, 1.564667e-19, 8.938709e-18,"SHOC2","protein_coding",1.396476e+02,1.391152e+02,7.022575e+01,6.220592e+01
"ENSG00000187244",2.048444e+03, 1.0486624, 1.266129e-09, 2.634269e-08,"BCAM","protein_coding",7.198040e+01,6.787126e+01,2.593594e+01,4.055128e+01
"ENSG00000186868",1.555216e+03, 1.0483968, 6.785300e-14, 2.447495e-12,"MAPT","protein_coding",5.758432e+01,4.854629e+01,2.423651e+01,2.622258e+01
"ENSG00000166398",1.727756e+03, 1.0482468, 4.270071e-17, 2.079321e-15,"GARRE1","protein_coding",6.018905e+01,5.772873e+01,2.747850e+01,2.859274e+01
"ENSG00000120693",2.217427e+03, 1.0472562, 4.499318e-16, 2.022419e-14,"SMAD9","protein_coding",7.735792e+01,7.390262e+01,3.869475e+01,3.331152e+01
"ENSG00000233639",3.044184e+02, 1.0469647, 7.323668e-07, 9.473982e-06,"PANTR1","lncRNA",1.089509e+01,9.871736e+00,4.993715e+00,4.891148e+00
"ENSG00000068971",7.910740e+02, 1.0466361, 1.765552e-08, 3.042044e-07,"PPP2R5B","protein_coding",2.817598e+01,2.582407e+01,1.037961e+01,1.529830e+01
"ENSG00000107779",1.047007e+03, 1.0460443, 8.421925e-13, 2.625689e-11,"BMPR1A","protein_coding",3.411367e+01,3.729596e+01,1.806627e+01,1.596626e+01
"ENSG00000112305",3.548106e+02, 1.0457800, 5.712665e-07, 7.547508e-06,"SMAP1","protein_coding",1.167931e+01,1.250584e+01,6.457841e+00,5.085070e+00
"ENSG00000213199",1.927603e+02, 1.0452866, 4.211588e-05, 3.541752e-04,"ASIC3","protein_coding",6.945968e+00,6.203685e+00,3.006687e+00,3.253583e+00
"ENSG00000152086",2.046304e+02, 1.0451043, 2.931190e-05, 2.586225e-04,"TUBA3E","protein_coding",6.637881e+00,7.311486e+00,3.555734e+00,3.102754e+00
"ENSG00000011451",4.131938e+03, 1.0443901, 8.878159e-19, 4.854976e-17,"WIZ","protein_coding",1.427845e+02,1.389921e+02,6.206848e+01,7.228987e+01
"ENSG00000101974",1.849387e+03, 1.0442456, 3.583139e-13, 1.170645e-11,"ATP11C","protein_coding",6.301786e+01,6.304618e+01,3.372718e+01,2.641651e+01
"ENSG00000096060",1.778063e+04, 1.0436530, 2.356473e-20, 1.421669e-18,"FKBP5","protein_coding",5.767954e+02,6.356561e+02,3.082246e+02,2.699827e+02
"ENSG00000164120",5.881396e+02, 1.0436253, 5.042544e-10, 1.114920e-08,"HPGD","protein_coding",1.940950e+01,2.070357e+01,9.020061e+00,1.010550e+01
"ENSG00000197557",1.115517e+03, 1.0429715, 1.183251e-13, 4.060377e-12,"IFT70A","protein_coding",3.747462e+01,3.855147e+01,1.911207e+01,1.719443e+01
"ENSG00000114120",8.012703e+03, 1.0425368, 1.565072e-15, 6.599765e-14,"SLC25A36","protein_coding",2.913666e+02,2.545973e+02,1.440334e+02,1.166334e+02
"ENSG00000137193",3.809322e+02, 1.0424323, 8.335347e-08, 1.286600e-06,"PIM1","protein_coding",1.341580e+01,1.255508e+01,5.882648e+00,6.507165e+00
"ENSG00000102034",2.429548e+02, 1.0419156, 8.959483e-06, 8.995550e-05,"ELF4","protein_coding",8.794492e+00,7.754606e+00,4.183217e+00,3.727615e+00
"ENSG00000133794",7.456392e+02, 1.0398627, 6.924331e-11, 1.716563e-09,"BMAL1","protein_coding",2.652352e+01,2.424853e+01,1.283725e+01,1.146295e+01
"ENSG00000005483",1.018426e+04, 1.0391682, 3.291973e-21, 2.137379e-19,"KMT2E","protein_coding",3.545805e+02,3.389624e+02,1.752245e+02,1.566675e+02
"ENSG00000073150",3.306236e+02, 1.0380296, 1.760710e-06, 2.087734e-05,"PANX2","protein_coding",1.036294e+01,1.213657e+01,6.013374e+00,4.783413e+00
"ENSG00000160972",1.143299e+03, 1.0379420, 5.522717e-12, 1.575322e-10,"PPP1R16A","protein_coding",4.030342e+01,3.756676e+01,1.662829e+01,2.064194e+01
"ENSG00000141562",1.887091e+03, 1.0364398, 3.464474e-10, 7.890359e-09,"NARF","protein_coding",6.859144e+01,5.987048e+01,2.515159e+01,3.643582e+01
"ENSG00000183049",3.523203e+02, 1.0356643, 9.879756e-06, 9.837428e-05,"CAMK1D","protein_coding",1.240752e+01,1.159498e+01,4.418523e+00,7.067385e+00
"ENSG00000136295",2.611233e+03, 1.0349014, 5.940309e-13, 1.892386e-11,"TTYH3","protein_coding",9.046563e+01,8.724547e+01,3.642013e+01,4.886838e+01
"ENSG00000116991",8.171810e+03, 1.0337861, 1.571004e-22, 1.071006e-20,"SIPA1L2","protein_coding",2.837764e+02,2.720513e+02,1.374187e+02,1.295831e+02
"ENSG00000186522",1.487125e+03, 1.0336704, 1.032088e-13, 3.592108e-12,"SEPTIN10","protein_coding",5.240285e+01,4.871862e+01,2.617125e+01,2.243033e+01
"ENSG00000144218",2.509323e+03, 1.0324285, 4.444303e-19, 2.476700e-17,"AFF3","protein_coding",8.435990e+01,8.628538e+01,4.141384e+01,4.063746e+01
"ENSG00000124942",7.690574e+03, 1.0323622, 1.818617e-21, 1.195960e-19,"AHNAK","protein_coding",2.646190e+02,2.583145e+02,1.316145e+02,1.198223e+02
"ENSG00000085185",1.036426e+03, 1.0310448, 1.258844e-11, 3.465125e-10,"BCORL1","protein_coding",3.526199e+01,3.522807e+01,1.508572e+01,1.881045e+01
"ENSG00000183248",2.165890e+03, 1.0306345, 7.915186e-13, 2.479041e-11,"PRR36","protein_coding",7.959855e+01,6.762509e+01,3.160943e+01,3.925846e+01
"ENSG00000130827",1.466624e+03, 1.0282769, 2.199573e-12, 6.472758e-11,"PLXNA3","protein_coding",5.327109e+01,4.637993e+01,2.170044e+01,2.633032e+01
"ENSG00000115657",2.565581e+02, 1.0281750, 5.055965e-06, 5.422370e-05,"ABCB6","protein_coding",8.990547e+00,8.443904e+00,4.026346e+00,4.374022e+00
"ENSG00000110172",1.312133e+04, 1.0260710, 2.455275e-13, 8.205113e-12,"CHORDC1","protein_coding",4.461384e+02,4.448190e+02,2.490060e+02,1.810371e+02
"ENSG00000157240",1.027530e+03, 1.0256324, 2.878579e-13, 9.572795e-12,"FZD1","protein_coding",3.363753e+01,3.613893e+01,1.670672e+01,1.700051e+01
"ENSG00000139625",1.343839e+03, 1.0251847, 1.012584e-14, 3.929670e-13,"MAP3K12","protein_coding",4.570895e+01,4.554292e+01,2.104681e+01,2.303364e+01
"ENSG00000143622",2.872893e+03, 1.0205777, 4.194644e-18, 2.144721e-16,"RIT1","protein_coding",9.833586e+01,9.647714e+01,4.933581e+01,4.511922e+01
"ENSG00000185189",4.292944e+02, 1.0197027, 2.672120e-07, 3.750871e-06,"NRBP2","protein_coding",1.557241e+01,1.351517e+01,7.791241e+00,6.334790e+00
"ENSG00000112941",2.435020e+03, 1.0193736, 7.415112e-18, 3.744540e-16,"TENT4A","protein_coding",8.472401e+01,8.035249e+01,4.073407e+01,3.936620e+01
"ENSG00000233377",7.145012e+02, 1.0175384, 9.557770e-11, 2.338224e-09,"MTND4P20","processed_pseudogene",2.515113e+01,2.326382e+01,1.197446e+01,1.154914e+01
"ENSG00000136720",1.413764e+03, 1.0155659, 4.030888e-14, 1.474771e-12,"HS6ST1","protein_coding",4.668923e+01,4.911250e+01,2.180502e+01,2.477894e+01
"ENSG00000188549",1.800201e+03, 1.0144914, 4.664882e-16, 2.092241e-14,"CCDC9B","protein_coding",6.220563e+01,5.972277e+01,2.857660e+01,3.076898e+01
"ENSG00000111837",4.073825e+02, 1.0138765, 1.288419e-07, 1.927633e-06,"MAK","protein_coding",1.366787e+01,1.393367e+01,6.144099e+00,7.282854e+00
"ENSG00000119862",1.746610e+03, 1.0131452, 8.478572e-15, 3.309232e-13,"LGALSL","protein_coding",5.870463e+01,5.952583e+01,3.072050e+01,2.691208e+01
"ENSG00000196150",4.870404e+02, 1.0129237, 8.872577e-09, 1.601606e-07,"ZNF250","protein_coding",1.694480e+01,1.602619e+01,8.052692e+00,8.015449e+00
"ENSG00000102554",8.579246e+02, 1.0129128, 1.374361e-11, 3.762841e-10,"KLF5","protein_coding",2.741977e+01,3.067377e+01,1.396149e+01,1.435024e+01
"ENSG00000105613",3.946854e+02, 1.0127733, 1.094252e-06, 1.362950e-05,"MAST1","protein_coding",1.425604e+01,1.248122e+01,5.595052e+00,7.412135e+00
"ENSG00000231064",2.113193e+02, 1.0121740, 1.232245e-04, 9.000667e-04,"THBS3-AS1","lncRNA",8.346365e+00,5.957507e+00,3.346573e+00,3.619880e+00
"ENSG00000145685",3.496505e+02, 1.0107800, 3.923094e-06, 4.295242e-05,"LHFPL2","protein_coding",1.243552e+01,1.120110e+01,6.667001e+00,4.891148e+00
"ENSG00000171316",1.339741e+03, 1.0099630, 4.821786e-13, 1.550553e-11,"CHD7","protein_coding",4.551290e+01,4.509980e+01,2.387048e+01,2.040492e+01
"ENSG00000108175",1.206889e+04, 1.0097716, 3.681542e-23, 2.660597e-21,"ZMIZ1","protein_coding",4.164780e+02,3.999653e+02,1.951471e+02,2.036613e+02
"ENSG00000060656",2.241213e+03, 1.0089708, 2.000480e-16, 9.256522e-15,"PTPRU","protein_coding",7.682577e+01,7.478887e+01,3.490371e+01,3.917227e+01
"ENSG00000185432",5.892290e+03, 1.0084197, 1.336700e-20, 8.209667e-19,"TMT1A","protein_coding",2.060824e+02,1.923635e+02,9.888078e+01,9.592682e+01
"ENSG00000019549",6.856755e+02, 1.0076837, 4.905943e-10, 1.087068e-08,"SNAI2","protein_coding",2.198623e+01,2.437162e+01,1.189602e+01,1.079500e+01
"ENSG00000107551",2.454506e+02, 1.0062281, 1.282333e-05, 1.241187e-04,"RASSF4","protein_coding",8.402381e+00,8.197726e+00,3.764895e+00,4.352475e+00
"ENSG00000134278",1.342648e+03, 1.0060104, 8.174110e-14, 2.897346e-12,"SPIRE1","protein_coding",4.274011e+01,4.802932e+01,2.217105e+01,2.227950e+01
"ENSG00000151835",3.657843e+03, 1.0045970, 3.438655e-13, 1.130665e-11,"SACS","protein_coding",1.157008e+02,1.314837e+02,6.776811e+01,5.337168e+01
"ENSG00000149679",1.032834e+03, 1.0026366, 9.401718e-13, 2.904591e-11,"CABLES2","protein_coding",3.590617e+01,3.384947e+01,1.702046e+01,1.721598e+01
"ENSG00000147862",1.508012e+03, 1.0011513, 1.015194e-13, 3.543132e-12,"NFIB","protein_coding",5.063835e+01,5.115578e+01,2.674644e+01,2.329220e+01
"ENSG00000006327",4.325048e+02, 1.0009460, 7.059754e-07, 9.173195e-06,"TNFRSF12A","protein_coding",1.467616e+01,1.454912e+01,6.039519e+00,8.295559e+00
"ENSG00000165195",1.431449e+03, 1.0004648, 2.434286e-11, 6.482554e-10,"PIGA","protein_coding",4.836971e+01,4.822626e+01,2.672030e+01,2.079276e+01
"ENSG00000196208",2.402091e+03, 1.0000413, 1.545155e-15, 6.529236e-14,"GREB1","protein_coding",7.606955e+01,8.608843e+01,4.151843e+01,3.822421e+01
"ENSG00000214655",2.757348e+03, 0.9993344, 9.458158e-18, 4.752783e-16,"ZSWIM8","protein_coding",9.561909e+01,9.047040e+01,4.455126e+01,4.699380e+01
"ENSG00000115825",1.672955e+03, 0.9981321, 1.671156e-13, 5.696412e-12,"PRKD3","protein_coding",5.612790e+01,5.671940e+01,3.011916e+01,2.546844e+01
"ENSG00000132432",3.841177e+03, 0.9962516, 1.836411e-15, 7.664954e-14,"SEC61G","protein_coding",1.352503e+02,1.238029e+02,5.817286e+01,6.955341e+01
"ENSG00000119771",7.981703e+02, 0.9957296, 7.486456e-11, 1.851427e-09,"KLHL29","protein_coding",2.685961e+01,2.698110e+01,1.244507e+01,1.409168e+01
"ENSG00000161551",1.167338e+03, 0.9954092, 3.958099e-12, 1.144994e-10,"ZNF577","protein_coding",3.991131e+01,3.877303e+01,2.088994e+01,1.794857e+01
"ENSG00000183044",3.127412e+03, 0.9950113, 3.486906e-15, 1.414964e-13,"ABAT","protein_coding",1.133481e+02,9.743724e+01,5.417266e+01,4.985954e+01
"ENSG00000130702",3.495421e+03, 0.9924025, 7.968948e-18, 4.014308e-16,"LAMA5","protein_coding",1.167091e+02,1.188547e+02,5.485243e+01,6.158106e+01
"ENSG00000142515",1.969679e+05, 0.9903298, 3.969300e-23, 2.848425e-21,"KLK3","protein_coding",6.872643e+03,6.391075e+03,3.232999e+03,3.334491e+03
"ENSG00000132141",2.202188e+02, 0.9901166, 6.111064e-05, 4.924861e-04,"CCT6B","protein_coding",6.749913e+00,8.074637e+00,3.947911e+00,3.404411e+00
"ENSG00000135862",2.989739e+04, 0.9899217, 8.520414e-20, 5.007457e-18,"LAMC1","protein_coding",9.847310e+02,1.028802e+03,5.310855e+02,4.656502e+02
"ENSG00000173894",1.907480e+03, 0.9893524, 1.215213e-15, 5.199483e-14,"CBX2","protein_coding",6.579064e+01,6.262767e+01,3.257680e+01,3.104909e+01
"ENSG00000205634",2.110742e+02, 0.9890070, 4.421146e-05, 3.699725e-04,"LINC00898","lncRNA",7.170032e+00,7.040690e+00,3.529589e+00,3.512146e+00
"ENSG00000204262",2.899166e+02, 0.9874691, 4.170789e-06, 4.534874e-05,"COL5A2","protein_coding",9.830786e+00,9.674794e+00,5.072150e+00,4.611038e+00
"ENSG00000154845",2.671793e+03, 0.9869761, 3.568610e-17, 1.758680e-15,"PPP4R1","protein_coding",8.615241e+01,9.367072e+01,4.496958e+01,4.425734e+01
"ENSG00000136826",5.863601e+02, 0.9856154, 3.412736e-09, 6.603338e-08,"KLF4","protein_coding",1.952153e+01,1.991580e+01,1.024888e+01,9.351357e+00
"ENSG00000155189",3.746859e+03, 0.9848884, 1.306883e-18, 7.015319e-17,"AGPAT5","protein_coding",1.235990e+02,1.284310e+02,6.449997e+01,6.074073e+01
"ENSG00000197329",4.937575e+02, 0.9838255, 1.894898e-08, 3.262160e-07,"PELI1","protein_coding",1.702883e+01,1.617389e+01,8.235708e+00,8.274012e+00
"ENSG00000141519",8.350211e+02, 0.9836051, 6.971959e-11, 1.726277e-09,"CCDC40","protein_coding",2.893220e+01,2.722728e+01,1.330786e+01,1.460880e+01
"ENSG00000239523",2.198139e+02, 0.9830083, 7.992205e-05, 6.210356e-04,"MYLK-AS1","lncRNA",7.506127e+00,7.286868e+00,3.163558e+00,4.180100e+00
"ENSG00000142396",6.634725e+02, 0.9815687, 1.048696e-09, 2.202047e-08,"ERVK3-1","protein_coding",2.215428e+01,2.242681e+01,1.166072e+01,1.055798e+01
"ENSG00000072818",1.889467e+02, 0.9811069, 1.240660e-04, 9.052435e-04,"ACAP1","protein_coding",6.105730e+00,6.597569e+00,3.006687e+00,3.318223e+00
"ENSG00000154229",5.291108e+02, 0.9801369, 2.509106e-08, 4.241010e-07,"PRKCA","protein_coding",1.840121e+01,1.713399e+01,9.412237e+00,8.317105e+00
"ENSG00000155093",2.294999e+02, 0.9778510, 4.031702e-05, 3.418589e-04,"PTPRN2","protein_coding",8.178317e+00,7.237632e+00,3.660315e+00,4.029271e+00
"ENSG00000164638",3.138882e+02, 0.9767931, 8.674472e-06, 8.735121e-05,"SLC29A4","protein_coding",1.092310e+01,1.016715e+01,4.549248e+00,5.968493e+00
"ENSG00000196187",1.548879e+03, 0.9741333, 1.983579e-13, 6.694415e-12,"TMEM63A","protein_coding",5.481153e+01,4.908789e+01,2.651114e+01,2.551154e+01
"ENSG00000110395",1.338568e+03, 0.9738622, 8.158029e-14, 2.896667e-12,"CBL","protein_coding",4.481270e+01,4.500133e+01,2.204032e+01,2.292591e+01
"ENSG00000187231",9.850990e+02, 0.9738284, 3.655072e-10, 8.305948e-09,"SESTD1","protein_coding",3.265725e+01,3.340635e+01,1.832772e+01,1.478118e+01
"ENSG00000179241",1.967934e+03, 0.9730652, 1.440565e-15, 6.099883e-14,"LDLRAD3","protein_coding",6.584666e+01,6.614802e+01,3.401478e+01,3.212644e+01
"ENSG00000138759",2.249106e+02, 0.9719589, 8.628907e-05, 6.639519e-04,"FRAS1","protein_coding",8.458397e+00,6.622187e+00,3.764895e+00,3.792255e+00
"ENSG00000099954",2.526028e+02, 0.9711227, 1.952041e-05, 1.804844e-04,"CECR2","protein_coding",8.682460e+00,8.246962e+00,4.470813e+00,4.029271e+00
"ENSG00000143409",5.599157e+02, 0.9709993, 9.671058e-09, 1.733501e-07,"MINDY1","protein_coding",1.898938e+01,1.856182e+01,8.915480e+00,9.911576e+00
"ENSG00000228232",3.703739e+02, 0.9695722, 3.744776e-06, 4.122075e-05,"GAPDHP1","processed_pseudogene",1.069903e+01,1.413062e+01,6.248680e+00,6.227056e+00
"ENSG00000157557",5.098170e+02, 0.9679426, 5.037957e-08, 8.043427e-07,"ETS2","protein_coding",1.767301e+01,1.646931e+01,9.098496e+00,8.080090e+00
"ENSG00000089775",1.651181e+03, 0.9652452, 1.237460e-14, 4.715002e-13,"ZBTB25","protein_coding",5.604388e+01,5.450380e+01,2.813213e+01,2.755849e+01
"ENSG00000130829",3.532964e+02, 0.9651879, 6.675222e-06, 6.926517e-05,"DUSP9","protein_coding",1.305170e+01,1.058565e+01,6.510131e+00,5.408273e+00
"ENSG00000082153",1.090125e+04, 0.9649277, 1.062314e-19, 6.120126e-18,"BZW1","protein_coding",3.546365e+02,3.752737e+02,1.914345e+02,1.762537e+02
"ENSG00000231890",3.568432e+02, 0.9641890, 4.556730e-06, 4.917901e-05,"DARS1-AS1","lncRNA",1.151126e+01,1.235813e+01,6.797727e+00,5.257445e+00
"ENSG00000075826",3.775914e+02, 0.9635310, 2.043971e-05, 1.880491e-04,"SEC31B","protein_coding",1.313572e+01,1.216119e+01,4.993715e+00,7.735339e+00
"ENSG00000137812",3.254869e+03, 0.9627052, 6.258404e-12, 1.770358e-10,"KNL1","protein_coding",1.100712e+02,1.076782e+02,6.232993e+01,4.755402e+01
"ENSG00000138834",2.144173e+03, 0.9624869, 2.670243e-15, 1.090056e-13,"MAPK8IP3","protein_coding",7.234450e+01,7.114543e+01,3.445925e+01,3.794410e+01
"ENSG00000167566",3.522598e+02, 0.9599223, 1.097793e-05, 1.080985e-04,"NCKAP5L","protein_coding",1.176333e+01,1.181654e+01,4.915280e+00,6.981197e+00
"ENSG00000103222",6.961844e+03, 0.9575024, 3.042765e-20, 1.819609e-18,"ABCC1","protein_coding",2.268643e+02,2.384726e+02,1.173131e+02,1.183356e+02
"ENSG00000198945",1.542430e+03, 0.9574763, 1.262331e-12, 3.830444e-11,"L3MBTL3","protein_coding",5.212277e+01,5.093422e+01,2.797526e+01,2.424027e+01
"ENSG00000184634",2.749860e+03, 0.9533371, 5.000710e-17, 2.423567e-15,"MED12","protein_coding",9.155794e+01,9.204594e+01,4.679974e+01,4.645513e+01
"ENSG00000260285",2.467741e+02, 0.9525629, 3.747844e-05, 3.208493e-04,"TRMT61A-DT","lncRNA",8.794492e+00,7.680752e+00,4.078636e+00,4.287834e+00
"ENSG00000123595",1.532875e+03, 0.9524489, 1.373202e-11, 3.762841e-10,"RAB9A","protein_coding",5.052632e+01,5.177123e+01,2.855045e+01,2.346458e+01
"ENSG00000187634",5.265960e+02, 0.9519613, 1.522839e-07, 2.253626e-06,"SAMD11","protein_coding",1.702883e+01,1.814332e+01,7.948112e+00,9.911576e+00
"ENSG00000113966",6.946509e+02, 0.9517277, 1.002764e-09, 2.116464e-08,"ARL6","protein_coding",2.347065e+01,2.289455e+01,1.163457e+01,1.193699e+01
"ENSG00000138640",2.820131e+03, 0.9492574, 1.183792e-15, 5.075664e-14,"FAM13A","protein_coding",9.175400e+01,9.635406e+01,5.012016e+01,4.570099e+01
"ENSG00000163328",7.880962e+02, 0.9479001, 4.465540e-09, 8.464247e-08,"GPR155","protein_coding",2.677559e+01,2.575022e+01,1.469355e+01,1.210936e+01
"ENSG00000132510",1.147648e+04, 0.9478994, 6.766135e-15, 2.656065e-13,"KDM6B","protein_coding",4.068713e+02,3.582628e+02,1.779174e+02,2.123448e+02
"ENSG00000005889",2.082246e+03, 0.9464854, 2.788775e-11, 7.368996e-10,"ZFX","protein_coding",6.814331e+01,7.062846e+01,3.976670e+01,3.107064e+01
"ENSG00000111319",3.275971e+03, 0.9463433, 5.055856e-16, 2.252775e-14,"SCNN1A","protein_coding",1.068223e+02,1.115925e+02,5.252551e+01,5.893079e+01
