"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm.PC3_Hypoxia_S1","avg_cpm.PC3_Hypoxia_S2","avg_cpm.PC3_Normoxia_S1","avg_cpm.PC3_Normoxia_S2"
"ENSG00000085978", 1212.77757, 0.8971709, 1.028842e-12, 4.141356e-11,"ATG16L1","protein_coding",7.431400e+01,6.255350e+01,4.257799e+01,4.010206e+01
"ENSG00000070495",  265.67258, 0.8970772, 6.479038e-06, 9.050950e-05,"JMJD6","protein_coding",1.599608e+01,1.393597e+01,9.676815e+00,8.535147e+00
"ENSG00000172175", 1426.16159, 0.8943918, 2.332036e-13, 9.870390e-12,"MALT1","protein_coding",8.754465e+01,7.324302e+01,5.093876e+01,4.653625e+01
"ENSG00000010818",  904.37848, 0.8943264, 7.309545e-13, 2.972929e-11,"HIVEP2","protein_coding",5.286840e+01,4.933016e+01,3.150771e+01,3.009624e+01
"ENSG00000164124",  289.91390, 0.8909214, 1.716822e-06, 2.787249e-05,"TMEM144","protein_coding",1.550807e+01,1.734078e+01,1.037355e+01,9.375531e+00
"ENSG00000151414",  300.44877, 0.8893707, 1.178712e-06, 1.964688e-05,"NEK7","protein_coding",1.702634e+01,1.686569e+01,1.099286e+01,9.611888e+00
"ENSG00000117152",  399.49410, 0.8860704, 1.358496e-07, 2.709705e-06,"RGS4","protein_coding",2.377723e+01,2.114150e+01,1.463134e+01,1.286838e+01
"ENSG00000155304",  883.59094, 0.8851725, 2.726494e-12, 1.043686e-10,"HSPA13","protein_coding",5.200082e+01,4.742980e+01,3.243668e+01,2.833669e+01
"ENSG00000165195", 1331.23815, 0.8831278, 7.419817e-17, 4.356493e-15,"PIGA","protein_coding",7.463934e+01,7.553929e+01,4.776476e+01,4.346359e+01
"ENSG00000105856",  611.14879, 0.8820267, 1.599132e-10, 4.975147e-09,"HBP1","protein_coding",3.443224e+01,3.452320e+01,2.152124e+01,2.030052e+01
"ENSG00000206538",  221.63908, 0.8810415, 3.662320e-05, 4.274896e-04,"VGLL3","protein_coding",1.320354e+01,1.171888e+01,7.818867e+00,7.405881e+00
"ENSG00000169439",  813.17642, 0.8799319, 5.422250e-12, 2.016302e-10,"SDC2","protein_coding",4.443657e+01,4.750899e+01,2.755957e+01,2.783771e+01
"ENSG00000037637",  357.60494, 0.8796625, 2.596859e-07, 4.886475e-06,"FBXO42","protein_coding",2.008999e+01,2.027050e+01,1.238632e+01,1.205425e+01
"ENSG00000196428", 1006.40409, 0.8785302, 1.533909e-13, 6.654611e-12,"TSC22D2","protein_coding",5.690809e+01,5.661487e+01,3.452688e+01,3.427190e+01
"ENSG00000179335",  510.04949, 0.8775989, 5.697667e-09, 1.437579e-07,"CLK3","protein_coding",2.955208e+01,2.787194e+01,1.780534e+01,1.717534e+01
"ENSG00000188994",  762.90641, 0.8747465, 7.446385e-10, 2.137824e-08,"ZNF292","protein_coding",4.633441e+01,3.935328e+01,2.624352e+01,2.615694e+01
"ENSG00000196083",  473.35722, 0.8744169, 4.446811e-08, 9.566156e-07,"IL1RAP","protein_coding",2.811515e+01,2.510058e+01,1.625705e+01,1.622991e+01
"ENSG00000152484", 1610.23044, 0.8710792, 2.634624e-16, 1.474823e-14,"USP12","protein_coding",9.277727e+01,8.828753e+01,5.604811e+01,5.462494e+01
"ENSG00000090339",  929.12906, 0.8709885, 1.679732e-13, 7.227013e-12,"ICAM1","protein_coding",5.099768e+01,5.352679e+01,3.413980e+01,2.996493e+01
"ENSG00000125249", 1485.18926, 0.8697180, 7.169909e-17, 4.225647e-15,"RAP2A","protein_coding",8.420988e+01,8.258645e+01,5.473207e+01,4.792813e+01
"ENSG00000152558", 5718.46645, 0.8689306, 2.153994e-22, 1.868948e-20,"TMEM123","protein_coding",3.172104e+02,3.263075e+02,1.931492e+02,1.993285e+02
"ENSG00000112697", 2703.63156, 0.8651189, 2.714563e-16, 1.514145e-14,"TMEM30A","protein_coding",1.627262e+02,1.401515e+02,9.847127e+01,8.866048e+01
"ENSG00000172765",  415.26616, 0.8612586, 8.127806e-08, 1.690281e-06,"TMCC1","protein_coding",2.364167e+01,2.288349e+01,1.517325e+01,1.362997e+01
"ENSG00000085788",  964.29166, 0.8612257, 2.100126e-12, 8.241146e-11,"DDHD2","protein_coding",5.414267e+01,5.423942e+01,3.274634e+01,3.356282e+01
"ENSG00000157240",  225.74734, 0.8602057, 7.374831e-05, 7.867493e-04,"FZD1","protein_coding",1.103458e+01,1.441106e+01,8.515597e+00,7.090737e+00
"ENSG00000164603",  347.40609, 0.8590862, 9.789448e-07, 1.652882e-05,"SAMTOR","protein_coding",2.030689e+01,1.852850e+01,1.277340e+01,1.139770e+01
"ENSG00000135365",  686.67173, 0.8588556, 1.676611e-08, 3.856452e-07,"PHF21A","protein_coding",3.901417e+01,3.824473e+01,2.136641e+01,2.555292e+01
"ENSG00000145860",  533.07405, 0.8582197, 3.037071e-09, 7.998817e-08,"RNF145","protein_coding",2.957919e+01,3.024739e+01,1.896656e+01,1.788442e+01
"ENSG00000102172", 3747.14057, 0.8576808, 7.158663e-23, 6.388800e-21,"SMS","protein_coding",2.119074e+02,2.077726e+02,1.405074e+02,1.199648e+02
"ENSG00000120708", 6307.32671, 0.8566974, 7.622927e-21, 6.043394e-19,"TGFBI","protein_coding",3.222261e+02,3.861689e+02,2.381271e+02,1.999588e+02
"ENSG00000116641", 2587.51641, 0.8556506, 8.358192e-20, 6.216107e-18,"DOCK7","protein_coding",1.476791e+02,1.421310e+02,9.220070e+01,8.711102e+01
"ENSG00000116667",  274.95316, 0.8555342, 1.041087e-05, 1.388531e-04,"C1orf21","protein_coding",1.466759e+01,1.631142e+01,9.212328e+00,9.638150e+00
"ENSG00000198925",  729.30970, 0.8550450, 2.813741e-11, 9.679517e-10,"ATG9A","protein_coding",3.977331e+01,4.204545e+01,2.624352e+01,2.426608e+01
"ENSG00000167552", 1003.93590, 0.8524418, 9.877200e-13, 3.986101e-11,"TUBA1A","protein_coding",5.742322e+01,5.495206e+01,3.537844e+01,3.421937e+01
"ENSG00000162522",  957.61598, 0.8503149, 1.586704e-12, 6.257865e-11,"NHSL3","protein_coding",5.468491e+01,5.241825e+01,3.413980e+01,3.238103e+01
"ENSG00000003436", 1380.61778, 0.8497051, 6.611746e-14, 2.941944e-12,"TFPI","protein_coding",7.913993e+01,7.538092e+01,4.737769e+01,4.821701e+01
"ENSG00000182534",  629.44079, 0.8483557, 5.278041e-10, 1.549482e-08,"MXRA7","protein_coding",3.500159e+01,3.547338e+01,2.229538e+01,2.137726e+01
"ENSG00000112378", 2617.25536, 0.8482096, 1.560437e-20, 1.200537e-18,"PERP","protein_coding",1.436123e+02,1.490199e+02,9.924542e+01,8.351313e+01
"ENSG00000143624", 1393.28387, 0.8479742, 2.124485e-15, 1.079237e-13,"INTS3","protein_coding",7.477490e+01,8.108200e+01,5.302895e+01,4.427772e+01
"ENSG00000179820", 2890.71896, 0.8465446, 5.226099e-16, 2.824264e-14,"MYADM","protein_coding",1.449137e+02,1.795048e+02,1.014904e+02,9.890266e+01
"ENSG00000186522",  418.11759, 0.8437589, 3.349372e-07, 6.154175e-06,"SEPTIN10","protein_coding",2.467192e+01,2.185413e+01,1.556032e+01,1.376128e+01
"ENSG00000142798",  407.35565, 0.8437532, 3.855437e-07, 6.993521e-06,"HSPG2","protein_coding",2.247585e+01,2.320022e+01,1.362496e+01,1.449662e+01
"ENSG00000171603", 1376.65669, 0.8426366, 1.473817e-15, 7.621880e-14,"CLSTN1","protein_coding",7.369042e+01,8.021100e+01,5.140324e+01,4.475043e+01
"ENSG00000102606",  360.11796, 0.8422998, 1.918751e-06, 3.079862e-05,"ARHGEF7","protein_coding",2.136426e+01,1.876605e+01,1.269598e+01,1.242192e+01
"ENSG00000114209",  963.33167, 0.8419287, 2.497093e-12, 9.701394e-11,"PDCD10","protein_coding",5.487469e+01,5.265579e+01,3.437205e+01,3.277496e+01
"ENSG00000157617", 2695.82646, 0.8406790, 1.176276e-19, 8.665604e-18,"C2CD2","protein_coding",1.533726e+02,1.471987e+02,1.006389e+02,8.808272e+01
"ENSG00000103044", 3456.60177, 0.8403591, 5.117684e-18, 3.262367e-16,"HAS3","protein_coding",2.029062e+02,1.821178e+02,1.299016e+02,1.122700e+02
"ENSG00000073060",  411.22631, 0.8392224, 3.098201e-07, 5.712834e-06,"SCARB1","protein_coding",2.109314e+01,2.494222e+01,1.532808e+01,1.336735e+01
"ENSG00000184661",  575.69727, 0.8355253, 4.108955e-09, 1.053755e-07,"CDCA2","protein_coding",3.036544e+01,3.388974e+01,2.183090e+01,1.854097e+01
"ENSG00000143384", 1861.53688, 0.8336631, 8.119219e-17, 4.749287e-15,"MCL1","protein_coding",1.018869e+02,1.053908e+02,7.199551e+01,5.903695e+01
"ENSG00000149925",  509.74182, 0.8328410, 4.922369e-06, 7.098575e-05,"ALDOA","protein_coding",2.515994e+01,3.159348e+01,2.229538e+01,1.397138e+01
"ENSG00000139433",  616.36565, 0.8300406, 3.492693e-09, 9.076353e-08,"GLTP","protein_coding",3.201927e+01,3.689865e+01,2.190831e+01,2.106212e+01
"ENSG00000107819", 1078.90786, 0.8298582, 1.745843e-13, 7.490817e-12,"SFXN3","protein_coding",5.812813e+01,6.207841e+01,4.025555e+01,3.550621e+01
"ENSG00000156650", 2784.23253, 0.8297896, 3.031920e-14, 1.388637e-12,"KAT6B","protein_coding",1.657899e+02,1.437147e+02,9.684557e+01,9.798349e+01
"ENSG00000123352",  905.90889, 0.8294829, 5.325836e-12, 1.985177e-10,"SPATS2","protein_coding",5.086212e+01,4.988443e+01,3.359790e+01,3.009624e+01
"ENSG00000034677",  921.07808, 0.8287173, 1.177890e-10, 3.723946e-09,"RNF19A","protein_coding",5.444090e+01,4.774653e+01,3.413980e+01,3.075279e+01
"ENSG00000177879", 1753.12283, 0.8260964, 1.590386e-13, 6.861506e-12,"AP3S1","protein_coding",1.032425e+02,9.145480e+01,6.216386e+01,6.087529e+01
"ENSG00000214517", 1636.92251, 0.8260166, 3.915867e-16, 2.138392e-14,"PPME1","protein_coding",9.036430e+01,9.153398e+01,6.255093e+01,5.294417e+01
"ENSG00000198682",  265.10551, 0.8249619, 3.169278e-05, 3.749832e-04,"PAPSS2","protein_coding",1.556229e+01,1.385679e+01,9.444572e+00,9.191697e+00
"ENSG00000163359", 1065.28721, 0.8245732, 6.841994e-11, 2.226214e-09,"COL6A3","protein_coding",6.203226e+01,5.637733e+01,3.653965e+01,3.802736e+01
"ENSG00000189143",  446.10964, 0.8241708, 2.746423e-07, 5.118573e-06,"CLDN4","protein_coding",2.507860e+01,2.430876e+01,1.780534e+01,1.391885e+01
"ENSG00000033178", 3719.87911, 0.8240873, 6.113804e-21, 4.896687e-19,"UBA6","protein_coding",2.097927e+02,2.036552e+02,1.343916e+02,1.270030e+02
"ENSG00000005812",  462.71085, 0.8236651, 2.132545e-07, 4.086637e-06,"FBXL3","protein_coding",2.684088e+01,2.454631e+01,1.633446e+01,1.615112e+01
"ENSG00000072832",  241.64112, 0.8227747, 4.642790e-05, 5.258237e-04,"CRMP1","protein_coding",1.271553e+01,1.425270e+01,8.593012e+00,8.298789e+00
"ENSG00000117868",  484.00252, 0.8213706, 8.233682e-08, 1.710022e-06,"ESYT2","protein_coding",2.754579e+01,2.620912e+01,1.726344e+01,1.675515e+01
"ENSG00000127526", 1128.53458, 0.8207129, 1.457666e-12, 5.773933e-11,"SLC35E1","protein_coding",6.238472e+01,6.271186e+01,4.443594e+01,3.563752e+01
"ENSG00000135070",  937.22263, 0.8193384, 1.254162e-11, 4.502875e-10,"ISCA1","protein_coding",5.194660e+01,5.225988e+01,3.305600e+01,3.272244e+01
"ENSG00000125818", 1610.90186, 0.8144320, 1.391168e-15, 7.218359e-14,"PSMF1","protein_coding",8.629750e+01,9.272170e+01,5.790606e+01,5.549159e+01
"ENSG00000144891",  314.97410, 0.8140879, 9.988676e-06, 1.337649e-04,"AGTR1","protein_coding",1.832771e+01,1.654896e+01,1.122511e+01,1.100377e+01
"ENSG00000134109", 1242.72621, 0.8135423, 5.092525e-12, 1.911900e-10,"EDEM1","protein_coding",7.238905e+01,6.492895e+01,4.791959e+01,4.044347e+01
"ENSG00000070366",  267.33635, 0.8124593, 2.618723e-05, 3.160681e-04,"SMG6","protein_coding",1.390846e+01,1.583633e+01,9.754230e+00,9.060387e+00
"ENSG00000096433", 1161.43810, 0.8096242, 3.013775e-13, 1.261907e-11,"ITPR3","protein_coding",6.468924e+01,6.389959e+01,4.304247e+01,3.923541e+01
"ENSG00000165029",  744.18958, 0.8066531, 8.171755e-10, 2.328950e-08,"ABCA1","protein_coding",4.158981e+01,4.085773e+01,2.632094e+01,2.620947e+01
"ENSG00000124788", 1192.21053, 0.8064521, 1.431469e-13, 6.262374e-12,"ATXN1","protein_coding",6.384876e+01,6.825458e+01,4.443594e+01,4.004954e+01
"ENSG00000180537",  455.85993, 0.8063422, 8.423711e-07, 1.436261e-05,"RNF182","protein_coding",2.713911e+01,2.312104e+01,1.679895e+01,1.562588e+01
"ENSG00000118985",  787.82774, 0.8058014, 1.774481e-10, 5.466243e-09,"ELL2","protein_coding",4.275563e+01,4.434172e+01,3.057874e+01,2.555292e+01
"ENSG00000186480",  435.17478, 0.8046186, 5.994622e-07, 1.050775e-05,"INSIG1","protein_coding",2.296387e+01,2.541731e+01,1.501842e+01,1.554710e+01
"ENSG00000103257", 1070.56323, 0.8041115, 2.026689e-12, 7.973003e-11,"SLC7A5","protein_coding",5.693520e+01,6.152414e+01,4.126194e+01,3.492845e+01
"ENSG00000169992",  248.76419, 0.8040073, 6.610004e-05, 7.164125e-04,"NLGN2","protein_coding",1.342044e+01,1.401515e+01,1.006389e+01,7.773549e+00
"ENSG00000176014", 1079.10569, 0.8032734, 1.052874e-12, 4.227193e-11,"TUBB6","protein_coding",5.902283e+01,6.025723e+01,4.102970e+01,3.576883e+01
"ENSG00000225697",  577.17208, 0.8030841, 3.416140e-08, 7.525144e-07,"SLC26A6","protein_coding",2.936230e+01,3.460238e+01,2.237280e+01,1.867228e+01
"ENSG00000109762",  654.76676, 0.8010173, 6.729583e-09, 1.665652e-07,"SNX25","protein_coding",3.340199e+01,3.927409e+01,2.392109e+01,2.237522e+01
"ENSG00000106031",  293.89409, 0.8007679, 2.432385e-05, 2.954043e-04,"HOXA13","protein_coding",1.702634e+01,1.528206e+01,1.153476e+01,9.559365e+00
"ENSG00000130508", 1483.32267, 0.7990975, 3.629657e-14, 1.647090e-12,"PXDN","protein_coding",8.252893e+01,8.139873e+01,5.357085e+01,5.168360e+01
"ENSG00000008086", 1083.83862, 0.7973187, 1.894833e-11, 6.620469e-10,"CDKL5","protein_coding",6.043265e+01,5.938623e+01,3.801053e+01,3.873644e+01
"ENSG00000078142",  596.18211, 0.7970145, 2.829268e-08, 6.285563e-07,"PIK3C3","protein_coding",3.351043e+01,3.206856e+01,2.376626e+01,1.906621e+01
"ENSG00000102572",  716.26136, 0.7955273, 1.737150e-09, 4.751456e-08,"STK24","protein_coding",4.036977e+01,3.864064e+01,2.616611e+01,2.481758e+01
"ENSG00000115414", 4100.53135, 0.7939237, 1.320639e-18, 8.814421e-17,"FN1","protein_coding",2.259785e+02,2.267762e+02,1.449200e+02,1.462530e+02
"ENSG00000104812",  673.98844, 0.7935226, 1.746546e-08, 4.011406e-07,"GYS1","protein_coding",3.489315e+01,3.943246e+01,2.740474e+01,2.100959e+01
"ENSG00000106299",  477.25198, 0.7924427, 5.701432e-07, 1.005022e-05,"WASL","protein_coding",2.697644e+01,2.573403e+01,1.641188e+01,1.738544e+01
"ENSG00000165355",  286.59155, 0.7923082, 4.488690e-05, 5.120844e-04,"FBXO33","protein_coding",1.575207e+01,1.599469e+01,9.521986e+00,1.066237e+01
"ENSG00000129295",  469.75380, 0.7911152, 2.461587e-07, 4.654367e-06,"DNAAF11","protein_coding",2.621731e+01,2.557567e+01,1.710861e+01,1.636122e+01
"ENSG00000151239", 1489.00282, 0.7881482, 2.567644e-12, 9.950736e-11,"TWF1","protein_coding",8.643306e+01,7.728128e+01,5.496431e+01,5.152603e+01
"ENSG00000171206", 1630.00297, 0.7873994, 4.367832e-13, 1.797555e-11,"TRIM8","protein_coding",9.096077e+01,8.812917e+01,6.557010e+01,5.184117e+01
"ENSG00000105974", 2049.57850, 0.7861608, 6.122603e-17, 3.635848e-15,"CAV1","protein_coding",1.099121e+02,1.159219e+02,7.749194e+01,6.917408e+01
"ENSG00000005059",  304.29435, 0.7835510, 2.318877e-05, 2.829392e-04,"MCUB","protein_coding",1.748724e+01,1.591551e+01,1.130252e+01,1.053106e+01
"ENSG00000237973",  348.34687, 0.7831331, 1.060675e-05, 1.413449e-04,"MTCO1P12","unprocessed_pseudogene",1.922241e+01,1.892441e+01,1.439910e+01,1.087246e+01
"ENSG00000152661", 3337.43576, 0.7819107, 6.707250e-20, 5.036242e-18,"GJA1","protein_coding",1.821655e+02,1.850475e+02,1.243277e+02,1.147124e+02
"ENSG00000275835",  507.27058, 0.7777802, 1.071918e-06, 1.798198e-05,"TUBGCP5","protein_coding",2.705778e+01,2.898048e+01,1.679895e+01,1.911873e+01
"ENSG00000168246",  305.27985, 0.7772924, 2.299566e-05, 2.812422e-04,"UBTD2","protein_coding",1.727035e+01,1.623224e+01,1.122511e+01,1.068863e+01
"ENSG00000084463",  577.17839, 0.7754439, 4.364493e-08, 9.415008e-07,"WBP11","protein_coding",3.215483e+01,3.119757e+01,2.136641e+01,2.009042e+01
"ENSG00000151135",  860.76400, 0.7745643, 1.563362e-10, 4.873569e-09,"TMEM263","protein_coding",4.628019e+01,4.822162e+01,3.305600e+01,2.894071e+01
"ENSG00000073417", 1329.38995, 0.7744117, 7.235070e-12, 2.652519e-10,"PDE8A","protein_coding",7.477490e+01,7.118430e+01,4.760993e+01,4.763925e+01
"ENSG00000019995",  509.64615, 0.7737305, 3.065189e-06, 4.652296e-05,"ZRANB1","protein_coding",3.098902e+01,2.470467e+01,1.865690e+01,1.806825e+01
"ENSG00000006007", 2109.83381, 0.7727981, 3.809857e-15, 1.894979e-13,"GDE1","protein_coding",1.189404e+02,1.122796e+02,7.989179e+01,7.214169e+01
"ENSG00000138439",  333.37806, 0.7714932, 2.351281e-05, 2.866690e-04,"FAM117B","protein_coding",1.805659e+01,1.868687e+01,1.122511e+01,1.247445e+01
"ENSG00000154928",  390.46852, 0.7703948, 2.968584e-05, 3.536487e-04,"EPHB1","protein_coding",2.304520e+01,1.979541e+01,1.285081e+01,1.499560e+01
"ENSG00000147872",  479.75228, 0.7701570, 6.690770e-07, 1.162363e-05,"PLIN2","protein_coding",2.741023e+01,2.510058e+01,1.780534e+01,1.678141e+01
"ENSG00000184564",  395.52226, 0.7686289, 7.853103e-06, 1.075875e-04,"SLITRK6","protein_coding",2.174383e+01,2.177495e+01,1.331530e+01,1.486429e+01
"ENSG00000204217", 1097.05820, 0.7675341, 2.606986e-10, 7.890680e-09,"BMPR2","protein_coding",6.265584e+01,5.748587e+01,3.948141e+01,3.941925e+01
"ENSG00000136754",  915.35200, 0.7660987, 3.003472e-09, 7.923685e-08,"ABI1","protein_coding",5.178392e+01,4.853835e+01,3.212703e+01,3.356282e+01
"ENSG00000138131",  423.61914, 0.7627167, 1.642498e-06, 2.674925e-05,"LOXL4","protein_coding",2.187939e+01,2.462549e+01,1.594739e+01,1.457540e+01
"ENSG00000120727", 1206.84030, 0.7623991, 3.133535e-11, 1.075595e-09,"PAIP2","protein_coding",6.867470e+01,6.310777e+01,4.613906e+01,4.133637e+01
"ENSG00000111897", 1908.73174, 0.7623055, 5.791700e-15, 2.826712e-13,"SERINC1","protein_coding",1.050319e+02,1.036488e+02,7.400828e+01,6.434188e+01
"ENSG00000058668", 3550.54177, 0.7617176, 3.675507e-19, 2.585769e-17,"ATP2B4","protein_coding",1.890520e+02,1.999336e+02,1.320692e+02,1.241667e+02
"ENSG00000187239",  675.68569, 0.7609673, 1.272390e-08, 2.988299e-07,"FNBP1","protein_coding",3.727900e+01,3.666110e+01,2.492748e+01,2.384589e+01
"ENSG00000153006",  307.09814, 0.7604073, 2.641912e-05, 3.183749e-04,"SREK1IP1","protein_coding",1.605031e+01,1.757832e+01,1.192184e+01,1.032096e+01
"ENSG00000137575", 1605.13592, 0.7600001, 8.421028e-12, 3.080085e-10,"SDCBP","protein_coding",9.123189e+01,8.424927e+01,5.767382e+01,5.809152e+01
"ENSG00000121741", 2903.03711, 0.7593721, 1.972946e-15, 1.006976e-13,"ZMYM2","protein_coding",1.635938e+02,1.536916e+02,1.065998e+02,1.031571e+02
"ENSG00000187800",  809.31999, 0.7585347, 2.367159e-09, 6.287465e-08,"PEAR1","protein_coding",4.121024e+01,4.750899e+01,3.112064e+01,2.741752e+01
"ENSG00000068305",  853.07620, 0.7582140, 4.669856e-09, 1.187847e-07,"MEF2A","protein_coding",4.885583e+01,4.426254e+01,3.143030e+01,3.030634e+01
"ENSG00000201592",  588.13234, 0.7577604, 3.716561e-06, 5.522859e-05,"","snoRNA",3.313087e+01,3.135593e+01,1.881173e+01,2.318934e+01
"ENSG00000104313",  605.49109, 0.7546422, 1.554880e-07, 3.081741e-06,"EYA1","protein_coding",3.304953e+01,3.325629e+01,2.121158e+01,2.234895e+01
"ENSG00000137337", 3525.00946, 0.7512676, 2.813319e-16, 1.563645e-14,"MDC1","protein_coding",1.873982e+02,1.979541e+02,1.264953e+02,1.283161e+02
"ENSG00000138668",  671.34420, 0.7511436, 2.379958e-07, 4.527429e-06,"HNRNPD","protein_coding",3.725189e+01,3.618601e+01,2.283728e+01,2.544787e+01
"ENSG00000272398",  375.97201, 0.7511220, 9.336335e-06, 1.260284e-04,"CD24","protein_coding",2.060512e+01,2.050805e+01,1.339271e+01,1.373502e+01
"ENSG00000141446",  351.62859, 0.7508007, 2.265667e-05, 2.775309e-04,"ESCO1","protein_coding",2.038823e+01,1.781587e+01,1.354754e+01,1.213304e+01
"ENSG00000157827",  400.12595, 0.7507538, 4.063876e-06, 5.965190e-05,"FMNL2","protein_coding",2.171671e+01,2.201250e+01,1.463134e+01,1.431278e+01
"ENSG00000240849", 1697.09247, 0.7507499, 2.277991e-12, 8.894415e-11,"PEDS1","protein_coding",9.491912e+01,9.026707e+01,6.138972e+01,6.147932e+01
"ENSG00000146587",  695.28774, 0.7506250, 1.602347e-07, 3.167779e-06,"RBAK","protein_coding",4.042399e+01,3.531501e+01,2.508231e+01,2.531656e+01
"ENSG00000163602", 1329.91696, 0.7500353, 1.091636e-10, 3.478500e-09,"RYBP","protein_coding",7.667274e+01,6.809621e+01,4.993237e+01,4.679887e+01
"ENSG00000014914",  482.22025, 0.7496446, 3.242880e-06, 4.888736e-05,"MTMR11","protein_coding",2.318076e+01,2.969312e+01,1.865690e+01,1.628243e+01
"ENSG00000084070", 1184.59701, 0.7490967, 1.775703e-11, 6.232118e-10,"SMAP2","protein_coding",6.474346e+01,6.453304e+01,4.381662e+01,4.209797e+01
"ENSG00000135241",  629.44840, 0.7486816, 1.748856e-07, 3.422762e-06,"PNPLA8","protein_coding",3.619452e+01,3.230611e+01,2.337919e+01,2.240148e+01
"ENSG00000133657", 3891.94797, 0.7475561, 2.891235e-17, 1.743448e-15,"ATP13A3","protein_coding",2.168147e+02,2.072975e+02,1.455393e+02,1.373502e+02
"ENSG00000166619", 1205.48588, 0.7462405, 1.294773e-11, 4.638021e-10,"BLCAP","protein_coding",6.628884e+01,6.492895e+01,4.683579e+01,4.115254e+01
"ENSG00000121644", 1694.32181, 0.7454018, 1.550599e-11, 5.503921e-10,"DESI2","protein_coding",9.779299e+01,8.638717e+01,6.440888e+01,5.916826e+01
"ENSG00000111328", 1200.58977, 0.7444793, 1.958620e-08, 4.472183e-07,"CDK2AP1","protein_coding",7.168413e+01,5.875278e+01,4.342955e+01,4.388379e+01
"ENSG00000148154",  811.11367, 0.7444792, 1.660865e-09, 4.558767e-08,"UGCG","protein_coding",4.270140e+01,4.576699e+01,3.112064e+01,2.794276e+01
"ENSG00000164111",19564.10990, 0.7429968, 5.977832e-16, 3.197321e-14,"ANXA5","protein_coding",1.135857e+03,9.915917e+02,7.296319e+02,6.948135e+02
"ENSG00000197608",  419.78579, 0.7423817, 5.525550e-06, 7.873909e-05,"ZNF841","protein_coding",2.258430e+01,2.327940e+01,1.478617e+01,1.554710e+01
"ENSG00000109220",  555.16451, 0.7415646, 1.174567e-06, 1.960428e-05,"CHIC2","protein_coding",3.242595e+01,2.779276e+01,2.097934e+01,1.961771e+01
"ENSG00000172974",  453.64073, 0.7415459, 1.429090e-06, 2.354381e-05,"VDAC2P5","processed_pseudogene",2.434658e+01,2.510058e+01,1.695378e+01,1.604608e+01
"ENSG00000144118",  857.26646, 0.7406539, 1.768518e-09, 4.828796e-08,"RALB","protein_coding",4.739178e+01,4.576699e+01,3.313342e+01,2.957100e+01
"ENSG00000143514",  690.05936, 0.7403374, 6.058026e-08, 1.283775e-06,"TP53BP2","protein_coding",3.798391e+01,3.721537e+01,2.469523e+01,2.536908e+01
"ENSG00000134013", 2000.34338, 0.7387575, 3.818118e-13, 1.581734e-11,"LOXL2","protein_coding",1.127859e+02,1.045198e+02,7.563399e+01,7.048718e+01
"ENSG00000158710",10734.64209, 0.7384766, 1.230526e-17, 7.566282e-16,"TAGLN2","protein_coding",5.573956e+02,6.111239e+02,4.404112e+02,3.468684e+02
"ENSG00000127481", 2422.99404, 0.7384558, 5.175812e-12, 1.938509e-10,"UBR4","protein_coding",1.397624e+02,1.229691e+02,9.754230e+01,8.041421e+01
"ENSG00000101654",  604.76222, 0.7371690, 2.109471e-07, 4.052364e-06,"RNMT","protein_coding",3.413401e+01,3.151429e+01,2.275987e+01,2.145605e+01
"ENSG00000197226",  922.56328, 0.7358545, 1.030942e-09, 2.880366e-08,"TBC1D9B","protein_coding",4.763579e+01,5.273497e+01,3.661707e+01,3.098915e+01
"ENSG00000101307", 4508.07988, 0.7350308, 1.375749e-16, 7.899430e-15,"SIRPB1","protein_coding",2.474241e+02,2.426126e+02,1.647381e+02,1.639799e+02
"ENSG00000213672",  564.71243, 0.7350014, 1.878052e-07, 3.634625e-06,"NCKIPSD","protein_coding",3.060945e+01,3.072248e+01,2.183090e+01,1.953892e+01
"ENSG00000089094",  383.71290, 0.7348537, 9.281179e-06, 1.253923e-04,"KDM2B","protein_coding",2.084913e+01,2.074559e+01,1.540549e+01,1.284211e+01
"ENSG00000256087",  360.19800, 0.7339312, 1.372989e-05, 1.773642e-04,"ZNF432","protein_coding",1.886995e+01,2.034968e+01,1.362496e+01,1.265828e+01
"ENSG00000213949",  473.24715, 0.7336021, 1.609403e-06, 2.629253e-05,"ITGA1","protein_coding",2.629864e+01,2.502140e+01,1.819241e+01,1.651879e+01
"ENSG00000012822",  567.63805, 0.7320970, 1.445422e-06, 2.375579e-05,"CALCOCO1","protein_coding",3.109747e+01,3.072248e+01,1.950846e+01,2.163988e+01
"ENSG00000183963",  501.54722, 0.7316589, 2.063428e-06, 3.276163e-05,"SMTN","protein_coding",2.776269e+01,2.644667e+01,2.082451e+01,1.630870e+01
"ENSG00000080845",  761.31713, 0.7251899, 3.241150e-08, 7.159870e-07,"DLGAP4","protein_coding",4.248451e+01,3.998673e+01,2.833372e+01,2.749630e+01
"ENSG00000110328",  384.46426, 0.7228817, 2.645236e-05, 3.185296e-04,"GALNT18","protein_coding",1.892418e+01,2.280431e+01,1.579256e+01,1.257949e+01
"ENSG00000008513", 1874.54597, 0.7223221, 2.963145e-13, 1.244043e-11,"ST3GAL1","protein_coding",1.019682e+02,1.007982e+02,7.493726e+01,6.347523e+01
