Geneid,Gene.name,Gene.type,baseMean_lncap,log2FoldChange_lncap,padj_lncap,baseMean_pc3,log2FoldChange_pc3,padj_pc3
ENSG00000055609,KMT2C,protein_coding,3753.57872033778,0.780595030818986,9.82944060511629e-11,2884.05093756201,0.92175683815413,1.59160131308432e-18
ENSG00000196924,FLNA,protein_coding,4903.83504538292,0.723769958853827,1.03321763377792e-10,16758.5992630586,0.642649928657366,2.49972175796644e-15
ENSG00000138764,CCNG2,protein_coding,2894.96887604027,1.04946271929566,1.04338915397802e-10,841.989813820567,2.42037205773454,1.34494547908329e-53
ENSG00000119326,CTNNAL1,protein_coding,1568.98082836342,0.864819174970779,1.1799990638215e-10,1627.838537821,0.400245546435759,0.00389211172086392
ENSG00000143514,TP53BP2,protein_coding,2100.6190578517,0.882574669082561,1.22855259447827e-10,1369.05652018893,0.751750192266939,1.16802825979672e-08
ENSG00000179241,LDLRAD3,protein_coding,986.144035164012,0.914105757024793,1.64394902345333e-10,1038.0519808188,0.358002189395968,0.0307328593672159
ENSG00000204186,ZDBF2,protein_coding,353.692111615669,1.29228570343803,1.69577246913987e-10,787.551129942199,0.972312850362896,9.21556435300237e-10
ENSG00000075618,FSCN1,protein_coding,233.382644318311,1.64812319210796,1.95467720450061e-10,2663.24456127332,0.55627360857316,1.44644723847172e-06
ENSG00000067992,PDK3,protein_coding,862.125450545667,1.0222546545774,2.29542146064933e-10,4545.89373990267,1.15036243228784,4.6360479239129e-37
ENSG00000135926,TMBIM1,protein_coding,3603.61382015189,0.724582693984578,2.85229198327052e-10,1323.04965563788,0.501895525958303,0.000253719112395379
ENSG00000118260,CREB1,protein_coding,3267.07975778131,0.788130267460506,3.02441412429486e-10,2439.29342269441,0.401237404241233,0.000348961425576001
ENSG00000082269,FAM135A,protein_coding,639.040178121466,1.19702722664315,3.20759689719874e-10,1290.43327419587,0.439898885325966,0.00224888021762752
ENSG00000163872,YEATS2,protein_coding,2062.96228342027,0.822120855943014,3.64056742246076e-10,2299.6666493601,0.96802558587414,4.96286333912784e-18
ENSG00000214193,SH3D21,protein_coding,341.488379445213,1.23706390845399,4.18525662425075e-10,270.498451647837,1.60017774370318,5.1046945266885e-09
ENSG00000187017,ESPN,protein_coding,169.583569312562,1.61977532966212,4.22906330267229e-10,41.9531728304434,3.08269097706641,5.02539821387541e-05
ENSG00000163659,TIPARP,protein_coding,280.363273087089,1.35386372228868,4.24413918570751e-10,2553.60873358339,0.929435730393672,1.20771470913925e-16
ENSG00000166716,ZNF592,protein_coding,1204.3625156343,0.852881491831703,4.47095796626032e-10,1059.64703278658,0.38839295464497,0.0102645350931304
ENSG00000135821,GLUL,protein_coding,8207.35034826597,0.712345775849132,6.17827864975521e-10,2048.04398438011,0.602776881529059,1.11585492547842e-06
ENSG00000168615,ADAM9,protein_coding,10930.3714132233,0.824058558546656,6.22447844837938e-10,4309.62644894097,0.374299481413861,0.00110889354322876
ENSG00000085552,IGSF9,protein_coding,568.31294520601,1.19171419523739,6.27204892575157e-10,208.073924348528,1.78627286740423,7.94490591970399e-10
ENSG00000198753,PLXNB3,protein_coding,498.497724047813,1.06881246643267,6.51189448831023e-10,91.3254509560863,1.19517565445619,0.00789475076573948
ENSG00000136295,TTYH3,protein_coding,1307.11278090639,0.978666871404681,7.42670083165718e-10,2363.17906703291,0.280225650878557,0.0209942866615844
ENSG00000089775,ZBTB25,protein_coding,827.396408011508,0.906625843789242,8.56529189667723e-10,1873.83444912296,0.729122656593897,3.66104037944441e-10
ENSG00000186868,MAPT,protein_coding,778.743055122384,0.990625045024335,9.86179380034059e-10,217.925717578168,0.856676838530127,0.0154621898792328
ENSG00000179833,SERTAD2,protein_coding,566.752133479991,1.02106149275748,1.00465761361555e-09,1630.96210295481,0.66667493065799,1.59479338903617e-07
ENSG00000101265,RASSF2,protein_coding,214.408889899442,1.5139762289394,1.23512476102476e-09,2074.28113387832,1.45685524398659,1.63863744528435e-31
ENSG00000135378,PRRG4,protein_coding,2461.78384749099,0.737723671831212,1.52504514251624e-09,254.362596296094,0.635664447005395,0.0352640342930328
ENSG00000221914,PPP2R2A,protein_coding,5469.83422254402,0.811067617028485,1.68275607656038e-09,1660.32838634295,1.24861890915655,2.89868281075433e-24
ENSG00000126777,KTN1,protein_coding,8483.87938615487,0.795140026923459,1.76978921300111e-09,9465.06445192075,0.371551041105547,0.00211454489029797
ENSG00000109762,SNX25,protein_coding,1214.1218107336,0.885933124968839,1.93784623617529e-09,1299.60221595281,0.81188891770424,1.34182849496338e-09
ENSG00000143499,SMYD2,protein_coding,155.57045768326,1.60150899120851,3.18076100758725e-09,1238.89568981789,0.605212868834222,5.43977731746227e-06
ENSG00000113739,STC2,protein_coding,3959.70954345224,0.739262570610689,3.23340218826349e-09,3933.25795284283,1.90399743900883,2.13480654802859e-77
ENSG00000106771,TMEM245,protein_coding,3260.06433799127,0.835812416044744,3.43967872309056e-09,5919.42807639127,0.493887651170564,1.88986832219173e-06
ENSG00000012822,CALCOCO1,protein_coding,1227.29814398998,0.854439197254694,3.44556355769693e-09,1126.14800325851,0.742176510661763,5.38552285911768e-07
ENSG00000110395,CBL,protein_coding,670.632619529293,0.915773200432663,3.47099663108702e-09,1497.18309109152,0.6637432533146,1.5958912418636e-06
ENSG00000140545,MFGE8,protein_coding,287.903992229959,1.26071023459958,3.70769181988456e-09,551.082401127468,0.728075210362927,0.00010720039499907
ENSG00000156671,SAMD8,protein_coding,1498.36893701353,0.772825160711836,3.70958124062825e-09,4086.98685622309,0.553726691342672,1.05747961954002e-07
ENSG00000186522,SEPTIN10,protein_coding,745.056692789684,0.973895166725947,4.22356820110355e-09,829.553341899548,0.859526659017927,5.24915718450036e-08
ENSG00000103342,GSPT1,protein_coding,8976.09583107676,0.703669684507769,4.79270860950148e-09,8375.63361928478,0.4718626398509,1.06928891695265e-05
ENSG00000072274,TFRC,protein_coding,6330.74670236583,0.758767587913767,4.81040809495242e-09,23903.4997972593,0.930075681334513,4.70884312320489e-34
ENSG00000130508,PXDN,protein_coding,1267.50173513592,0.791492396717695,5.35200357897251e-09,2943.2149852595,0.811643444496574,1.4396012915258e-15
ENSG00000010818,HIVEP2,protein_coding,1269.93723441524,0.842233537935931,5.4564978480842e-09,1794.54987684762,0.907369322900208,1.79469738864868e-14
ENSG00000105290,APLP1,protein_coding,1276.3731617145,1.03118880686851,5.59178490496581e-09,166.203547042942,0.819330169959112,0.0198737930622043
ENSG00000133065,SLC41A1,protein_coding,2534.73703728641,0.710410151711073,5.75070661586067e-09,1528.98544644396,0.452492562190488,0.000407427472570521
ENSG00000065923,SLC9A7,protein_coding,1184.38720791762,0.816594765896277,8.31747426427919e-09,2850.98749526508,0.348621882875636,0.00144479477777235
ENSG00000130827,PLXNA3,protein_coding,734.313510064838,0.971410815213891,9.36213913029922e-09,201.644691451338,0.791954267291037,0.0135063629075846
ENSG00000157240,FZD1,protein_coding,514.658121799239,0.967330704572692,1.23515069853559e-08,448.209538725089,0.870549621508261,4.49614768137964e-05
ENSG00000205189,ZBTB10,protein_coding,4511.23902753005,0.729954932452256,1.23515069853559e-08,1873.49153008663,0.585966618252173,1.23317382414834e-06
ENSG00000173120,KDM2A,protein_coding,3849.80011616227,0.651402793114431,1.34259356548363e-08,5677.17155502581,0.663422201420315,9.43787950144621e-14
ENSG00000145901,TNIP1,protein_coding,1554.50096158836,0.889107685421427,1.58271219745695e-08,2145.71532749392,0.517965967661478,4.8347282957662e-05
ENSG00000079739,PGM1,protein_coding,1127.43512309135,1.05767213708033,1.66268614710195e-08,2061.40306690884,1.40875497746721,4.31673894079024e-35
ENSG00000143702,CEP170,protein_coding,686.486582962228,1.03107679133332,1.77886053095549e-08,1127.2804904267,0.46649448753998,0.00252590485849166
ENSG00000150093,ITGB1,protein_coding,14116.1851941778,0.672775145156684,2.04440738454824e-08,76870.7706699696,0.634243791270096,2.16891873229803e-15
ENSG00000147050,KDM6A,protein_coding,4268.47573035984,0.69267654939083,2.3818872199845e-08,1248.4685245401,0.536737329181425,0.000128912875472826
ENSG00000135924,DNAJB2,protein_coding,1766.73910671154,0.718567321517955,2.60583380352305e-08,778.573087425059,0.566441588986861,0.000603326097880868
ENSG00000102908,NFAT5,protein_coding,2595.30974437662,0.792744952681449,2.66101432004492e-08,3527.83849062139,0.656106433555862,1.47999168595698e-07
ENSG00000169398,PTK2,protein_coding,3142.9538892077,0.713872950027143,2.66101432004492e-08,10105.5808133646,0.716119277366324,1.1168055461232e-18
ENSG00000204128,C2orf72,protein_coding,175.824492614283,1.46433702478989,2.73752872720561e-08,143.829523481285,1.06740566328913,0.00237371537007017
ENSG00000167695,TLCD3A,protein_coding,821.972164475559,0.858552774076965,2.78236212535699e-08,571.241023442491,0.651841323629875,0.000385278063406878
ENSG00000149679,CABLES2,protein_coding,517.389811070898,0.94436674833882,2.84730379335736e-08,911.953393630622,0.348058505515109,0.0339987059756709
ENSG00000163001,CFAP36,protein_coding,1720.74282420824,0.712895746482632,2.90195744585691e-08,1643.30879410684,0.490465147736376,0.000126776068406499
ENSG00000169499,PLEKHA2,protein_coding,167.396248207082,1.4392215794939,3.02003295329721e-08,3641.62073720527,1.41036242746095,1.41500917802462e-52
ENSG00000137812,KNL1,protein_coding,1631.81970176249,0.901961839536333,3.02804859914736e-08,4500.7078587574,0.417714702102926,0.000182049550027686
ENSG00000072364,AFF4,protein_coding,5596.59842955068,0.748205751377287,3.59571754836778e-08,5218.94740935067,0.641702363624824,5.30219252372652e-11
ENSG00000172939,OXSR1,protein_coding,2105.3983147063,0.783743777719818,5.2125311234125e-08,934.967440954603,0.533562210103764,0.000790207358746016
ENSG00000164603,SAMTOR,protein_coding,271.290398609795,1.22060743563294,6.75365431714211e-08,689.307728000998,0.874517746373084,1.68794348649308e-07
ENSG00000171310,CHST11,protein_coding,164.152725977483,1.40741587434031,7.17017320802016e-08,2397.31983580975,0.297671809019415,0.0186711294646922
ENSG00000137216,TMEM63B,protein_coding,1773.25285737826,0.682239962255226,7.34114443615578e-08,1424.96332483158,0.427845851378657,0.00139780560377655
ENSG00000127947,PTPN12,protein_coding,1805.44490519175,0.725009094077293,7.9965019024981e-08,2243.18000354388,0.601858409745036,5.4524073850027e-06
ENSG00000177728,TMEM94,protein_coding,1008.79415640868,0.777547920585002,9.24632293312021e-08,1268.76000112657,0.631718000288149,3.45686935775541e-06
ENSG00000046604,DSG2,protein_coding,5273.82278483423,0.707114769394536,1.03402736441264e-07,5182.62315528445,0.501344953234266,1.26006813036071e-07
ENSG00000134202,GSTM3,protein_coding,1882.17452770158,0.70643187956855,1.44509013236767e-07,2001.77433041939,0.371299166224627,0.00246246189518049
ENSG00000162909,CAPN2,protein_coding,2390.12150793031,0.727482069431617,1.44785851182748e-07,13689.4175061824,0.369782191334351,2.96714101739581e-05
ENSG00000123595,RAB9A,protein_coding,768.449183555788,0.892271116209352,1.49890812200906e-07,1446.85013736709,0.429581055665207,0.00307644381661641
ENSG00000005889,ZFX,protein_coding,1043.99839575238,0.885913075255096,1.56481052624027e-07,3616.72098397704,0.313399308649855,0.00951727216618173
ENSG00000141562,NARF,protein_coding,944.476418642584,0.980815952916956,1.60336452319562e-07,1544.36862890326,0.506044698392719,8.60750703902346e-05
ENSG00000133874,RNF122,protein_coding,140.810560718359,1.46864850767324,1.73452763048912e-07,178.099502094841,1.06954054536377,0.000783857913107708
ENSG00000115904,SOS1,protein_coding,1301.02842323058,0.792908175203364,1.74325652585664e-07,4717.25049073728,0.597681746440478,3.03576385466971e-09
ENSG00000171467,ZNF318,protein_coding,1317.19083072141,0.758721266667282,1.85031393650538e-07,2772.60076281764,0.33281346149934,0.00368858912974455
ENSG00000251493,FOXD1,protein_coding,81.639962836558,1.94686029170232,1.85775797016659e-07,148.568014348401,1.00831455220179,0.00520364635174765
ENSG00000165195,PIGA,protein_coding,717.453058977723,0.939833857031562,1.95429893317035e-07,2641.93806010654,0.896093572692144,8.0452510329439e-19
ENSG00000160584,SIK3,protein_coding,507.206668233841,0.886933216168177,1.97849204539003e-07,1106.89970557381,0.96613340658608,5.87906876737513e-13
ENSG00000102554,KLF5,protein_coding,429.735022769415,0.954676259611142,2.00541229274358e-07,1756.98029721317,1.11966243392113,0.00441403812224893
ENSG00000198925,ATG9A,protein_coding,571.298458258569,0.86384854575081,2.2244796440346e-07,1447.41191402239,0.8672135075342,1.22477682866884e-12
ENSG00000059804,SLC2A3,protein_coding,65.5135611828611,2.11984045548924,3.24483673818304e-07,73.420738049284,2.12852125538695,2.7847552355649e-05
ENSG00000101040,ZMYND8,protein_coding,2945.80360459095,0.635730139475385,4.06384927533508e-07,523.713327603125,0.494158497943228,0.0140290567854516
ENSG00000115091,ACTR3,protein_coding,7451.82383292293,0.577399400994802,4.90742348953178e-07,4922.10420368634,0.450600191002131,4.94797491504192e-06
ENSG00000073060,SCARB1,protein_coding,1420.79815095748,0.711557798904901,5.37282481879344e-07,816.289376326865,0.850630182026335,7.41955493622983e-08
ENSG00000157985,AGAP1,protein_coding,565.527564919196,0.827459198761176,5.61830241750666e-07,1061.38074251849,0.432679313346802,0.00458086643958729
ENSG00000124006,OBSL1,protein_coding,82.5404239057864,1.79691887048795,5.82385810946576e-07,1437.51587738427,1.18518960971017,1.01591872047445e-22
ENSG00000138593,SECISBP2L,protein_coding,2983.24130672331,0.686713082103736,7.06866702495227e-07,1233.25200394606,0.448107043352392,0.00585095415571428
ENSG00000071575,TRIB2,protein_coding,30.3919020280063,3.10866205399279,7.43400531964167e-07,914.604989597083,0.62304247088945,0.000208267413746347
ENSG00000158636,EMSY,protein_coding,1817.15690220484,0.661829410323233,7.43400531964167e-07,2288.55339196622,0.430303168749796,0.000288670213561161
ENSG00000079308,TNS1,protein_coding,96.4131475241754,1.7360733994009,7.43974845537412e-07,587.882544542778,0.962650870412376,4.07525543956841e-08
ENSG00000100968,NFATC4,protein_coding,101.610198504344,1.60793851288025,7.87911906128522e-07,388.902752913751,0.527632882883151,0.0328318573571823
ENSG00000133794,BMAL1,protein_coding,373.52479753526,0.980462414042631,8.04814917847647e-07,1060.03344088131,1.21232500094786,5.04201293054228e-19
ENSG00000005339,CREBBP,protein_coding,2241.98528365385,0.606168387083737,8.63199000547469e-07,1472.7417666994,0.490019487703711,0.000235511749939375
ENSG00000214517,PPME1,protein_coding,2118.81561004107,0.626044682128397,8.73254867625267e-07,3248.41458086684,0.839545988034233,1.41444277498343e-17
ENSG00000100314,CABP7,protein_coding,27.3571862428269,3.28930078625722,8.99401819173431e-07,539.030425823932,0.549758007613951,0.00683173135711533
ENSG00000152377,SPOCK1,protein_coding,213.213091970497,1.1861194504353,9.03694830667781e-07,7957.96988335232,0.543222416420951,3.04901996230638e-09
ENSG00000182379,NXPH4,protein_coding,1158.75387365048,0.737536298824107,1.05391611961695e-06,114.804387277867,0.949612541719586,0.0197945475519894
ENSG00000213672,NCKIPSD,protein_coding,928.857573478066,0.793331325713359,1.05709041360269e-06,1120.46290345104,0.748445334587762,3.36768020472771e-08
ENSG00000103507,BCKDK,protein_coding,1167.38153363508,0.775851318523805,1.08474529462671e-06,976.21175304312,0.699465562439004,1.04652612697395e-05
ENSG00000141959,PFKL,protein_coding,2717.51636610843,0.65301554827531,1.10469110125861e-06,1638.26786935265,1.07120186982713,2.23730513151244e-16
ENSG00000163932,PRKCD,protein_coding,2827.92882167883,0.584611319475926,1.22946147461048e-06,508.826388771942,0.524558297276259,0.00977583342965984
ENSG00000140836,ZFHX3,protein_coding,2285.7625323556,0.618981223652366,1.33387633261895e-06,1027.89836232813,0.373385427777772,0.0304309667180659
ENSG00000101187,SLCO4A1,protein_coding,543.033364076399,0.812244040238702,1.43713754241365e-06,4295.75603389516,1.49456299476477,4.6229563183134e-45
ENSG00000117139,KDM5B,protein_coding,2773.39187317019,0.616428365605763,1.48405883794526e-06,2644.83443524336,0.707370601860507,6.77474790565817e-12
ENSG00000198668,CALM1,protein_coding,6145.6250175035,0.567380988006637,1.69603931105905e-06,31912.6257236075,0.451220181346424,4.34592323456449e-09
ENSG00000088812,ATRN,protein_coding,1900.32302435076,0.622058059313043,1.72722923730391e-06,1526.81130329926,0.528707167673716,0.000303863223435712
ENSG00000115464,USP34,protein_coding,2210.23639817543,0.779271204917973,1.73430044179437e-06,5286.08220926399,0.595237931516188,7.22404971547554e-09
ENSG00000114270,COL7A1,protein_coding,983.841705292243,0.844855429473996,1.98440870397272e-06,281.975560607048,0.611104544098389,0.0329691069102517
ENSG00000141526,SLC16A3,protein_coding,188.621239475654,1.19987626455096,2.07307275744825e-06,1037.16742136679,1.62064856078073,8.66418960946619e-30
ENSG00000029153,BMAL2,protein_coding,277.728245109387,1.02562779393744,2.10405662899181e-06,6064.60882194602,0.380737395856766,5.11371127437687e-05
ENSG00000197555,SIPA1L1,protein_coding,956.169628414497,0.686706277005375,2.29106514308571e-06,9746.53387812132,0.58127622908658,1.03989449045985e-12
ENSG00000116717,GADD45A,protein_coding,1585.99669859266,0.654198568961238,2.32985390469999e-06,660.438702577418,0.714357959574305,3.25337993182889e-05
ENSG00000107159,CA9,protein_coding,19.9775458957813,3.95086386049345,2.36369876234507e-06,317.706682468699,6.26341384170758,9.80046306723838e-35
ENSG00000109787,KLF3,protein_coding,1992.15568533842,0.652580320620788,2.3913515903985e-06,2090.56553642368,1.01513798508388,7.18226290715277e-16
ENSG00000154429,CCSAP,protein_coding,1167.60409404139,0.740041453790074,2.39775564898812e-06,1196.23118958784,0.562294729483104,5.57473634735016e-05
ENSG00000164938,TP53INP1,protein_coding,5840.25491248765,0.616622633922703,2.5628008075647e-06,590.228738573657,1.45327820104414,2.43631544843746e-15
ENSG00000158715,SLC45A3,protein_coding,5429.3067154472,0.567243766735381,2.67678857259335e-06,875.461145037801,1.02233291497889,2.5922034200963e-12
ENSG00000012983,MAP4K5,protein_coding,1484.10164569454,0.710750490812088,2.75798178009798e-06,4128.32993109845,0.667738674864024,1.28102311133972e-11
ENSG00000146278,PNRC1,protein_coding,647.649995022706,0.819070322902696,2.83700020139294e-06,1022.7650972272,1.76635301754769,9.80046306723838e-35
ENSG00000080819,CPOX,protein_coding,536.107955156079,0.826586994431507,2.9491430824606e-06,735.50671967475,1.00214433588568,6.30007719284448e-10
ENSG00000152558,TMEM123,protein_coding,10566.1675296547,0.688061052586672,2.9995795965059e-06,11348.2309613538,0.881909488097194,4.96911149126125e-23
ENSG00000162923,WDR26,protein_coding,3662.36324702965,0.661001192436406,3.16491126334745e-06,1952.61472684356,0.65170349651734,8.44637739894846e-09
ENSG00000170949,ZNF160,protein_coding,1141.40590865061,0.696556461440219,3.20699996481222e-06,1921.48813572576,1.2262568322998,1.23138922146162e-28
ENSG00000019549,SNAI2,protein_coding,343.55139198032,0.948255035965674,3.25178084379441e-06,756.548695797137,0.392196724294652,0.0299622378586217
ENSG00000188042,ARL4C,protein_coding,96.7106150363493,1.57444192871023,3.3488023891854e-06,1300.75965477052,0.670707844837161,9.23346175934854e-07
ENSG00000113240,CLK4,protein_coding,1052.478107386,0.69871514138431,3.49879597504565e-06,610.748149163288,0.51228218830513,0.0066955927989539
ENSG00000107036,RIC1,protein_coding,952.357930354187,0.775041133930041,3.50626577721219e-06,1176.20107797712,1.37514265405401,1.03421936093609e-24
ENSG00000119899,SLC17A5,protein_coding,491.810566187222,0.806275923045746,3.52185551055992e-06,528.282095412685,0.608226784435317,0.00315909918443447
ENSG00000114796,KLHL24,protein_coding,889.595789811379,0.824957660088957,3.66398623415783e-06,588.155820962971,0.661607555135085,0.000304647737634248
ENSG00000133216,EPHB2,protein_coding,252.694643338517,1.02102938831964,3.69672115521645e-06,620.107202526972,0.605640964602784,0.000687452209098934
ENSG00000138336,TET1,protein_coding,161.805659927179,1.29043871328974,3.77832690142559e-06,2026.80983232145,0.920301862705514,1.43887953915773e-16
ENSG00000166046,TCP11L2,protein_coding,174.711772295494,1.35935087086482,3.78117042148947e-06,317.687284278009,1.86384976105929,7.74531255467862e-16
ENSG00000110330,BIRC2,protein_coding,1287.69780869113,0.699916937804819,3.82018435580636e-06,3773.85786805001,0.926962982175604,4.8932678134498e-17
ENSG00000112406,HECA,protein_coding,499.740887419238,0.818260638659289,4.12317298891252e-06,500.540520665891,0.544096772698314,0.00759418477503084
ENSG00000108039,XPNPEP1,protein_coding,1783.07201881021,0.59339518480558,4.2294082098288e-06,1657.7401445695,0.539232516900885,1.00582818057325e-05
ENSG00000125505,MBOAT7,protein_coding,2302.10131899441,0.607978182098664,4.27947589221724e-06,3899.7951205149,0.240942534306013,0.024049959332497
ENSG00000145860,RNF145,protein_coding,1587.87939402256,0.615267332088724,4.57127250244645e-06,1057.89335052034,0.870322954897422,2.21202771875216e-10
ENSG00000124225,PMEPA1,protein_coding,5385.44939081963,0.55407926485776,4.91061866795421e-06,13813.8355050005,0.523769903323796,1.70409894511604e-08
ENSG00000113966,ARL6,protein_coding,348.082550731262,0.893612482828342,5.03944953819067e-06,556.855139117464,0.430788630613031,0.0308696610070773
ENSG00000197226,TBC1D9B,protein_coding,3379.97127729097,0.559454069365603,5.04477947518854e-06,1830.82854055249,0.748926760065653,1.92383403109092e-10
ENSG00000134369,NAV1,protein_coding,685.638439577831,0.726977932378706,5.12184759279056e-06,801.793176349401,1.15905276553054,4.43162871803745e-14
ENSG00000122515,ZMIZ2,protein_coding,1691.28320693255,0.731284110901153,6.07443003259041e-06,957.891976464481,0.620409419212804,3.48453377877578e-05
ENSG00000137575,SDCBP,protein_coding,4061.88338343728,0.542727762953846,6.34457186841232e-06,3184.33244122603,0.772564118767504,1.21313526457245e-12
ENSG00000082641,NFE2L1,protein_coding,8299.60253632991,0.529033783500491,6.58920113131092e-06,9848.56458442865,0.590374124191554,4.75566026768967e-13
ENSG00000116667,C1orf21,protein_coding,3231.54178690146,0.559965544364144,7.08255614926474e-06,545.710469454432,0.863178941748941,3.85580198036183e-06
ENSG00000119242,CCDC92,protein_coding,619.179158546764,0.83476573049734,7.45390798688274e-06,498.297562707446,0.511190418872408,0.0168670798906813
ENSG00000145439,CBR4,protein_coding,2097.66054411237,0.659410270572684,7.45390798688274e-06,471.580320920386,0.658346502059554,0.00104205202039477
ENSG00000171456,ASXL1,protein_coding,1340.27230588545,0.614417397804401,7.45390798688274e-06,1995.68909691393,0.328847699105543,0.0125890701823142
ENSG00000144655,CSRNP1,protein_coding,225.319857553644,1.08367438872866,7.77032815577275e-06,516.885672798391,1.50046239318359,3.4946874180218e-16
ENSG00000177879,AP3S1,protein_coding,2825.31235903153,0.559746138369326,7.81831397222824e-06,3478.03680122621,0.838934677697026,1.64524997004261e-14
ENSG00000221978,CCNL2,protein_coding,3360.6674634037,0.563455802127287,7.94690245287455e-06,2894.8036904217,0.27555471855066,0.0219519743761791
ENSG00000005302,MSL3,protein_coding,1086.15470630018,0.665370378296893,8.14127744942677e-06,2803.24146744924,0.355814408120358,0.00175951248109459
ENSG00000034693,PEX3,protein_coding,716.358983931949,0.712471270114721,8.60819958313578e-06,758.468451503147,0.438892854616971,0.0112073579268237
ENSG00000068971,PPP2R5B,protein_coding,395.888537051698,0.991434046261273,9.04134791810523e-06,326.836072720967,1.16442065115883,9.04410646380955e-07
ENSG00000181472,ZBTB2,protein_coding,509.517564303507,0.837096337245718,9.09138801927866e-06,1516.72373037553,0.278686894849009,0.0483521585908584
ENSG00000136603,SKIL,protein_coding,762.991012318404,0.773489451484265,1.04344187148611e-05,4140.50306916131,0.49877240179526,1.61379217424674e-06
ENSG00000138688,BLTP1,protein_coding,2573.77553685845,0.59557368386079,1.13135741600455e-05,4181.58330129177,0.293253463210476,0.0148302988790584
ENSG00000137936,BCAR3,protein_coding,167.903046626703,1.15882631115343,1.14639051080374e-05,5581.21881747513,0.452424998238022,4.19014890299971e-06
ENSG00000128585,MKLN1,protein_coding,2650.37480371874,0.662886042577866,1.17174272091747e-05,1841.17161566553,0.439775429538455,0.00236116712519599
ENSG00000105856,HBP1,protein_coding,764.071023936876,0.784491590404809,1.18372958953676e-05,1212.83306033642,0.89446341041566,6.54893654808133e-12
ENSG00000104812,GYS1,protein_coding,1576.70144239804,0.606549843992446,1.24599990728432e-05,1337.73737449966,0.807818998318001,4.29450307118981e-09
ENSG00000130703,OSBPL2,protein_coding,1746.03816424162,0.566423456062949,1.24952916439206e-05,1658.16804096041,0.577735248967783,1.79598055080218e-05
ENSG00000186352,ANKRD37,protein_coding,63.4377446716631,1.80581752659377,1.27455452952263e-05,56.1000978024117,2.10812738274159,0.000391769493996611
ENSG00000163328,GPR155,protein_coding,395.091547020142,0.887704587471055,1.29908097611653e-05,187.426211938183,0.686489777893958,0.0322943904879165
ENSG00000136826,KLF4,protein_coding,293.826670217658,0.926299914414454,1.392390236652e-05,471.649025606015,2.0303470487851,4.82840431231965e-25
ENSG00000169914,OTUD3,protein_coding,428.394065149997,0.868013554511417,1.4128231050563e-05,742.249284177804,0.486997461640236,0.00634616653465004
ENSG00000164597,COG5,protein_coding,1413.36306004906,0.691357050583622,1.45676311205195e-05,2158.6320036844,0.277980726254216,0.0465726292851964
ENSG00000177119,ANO6,protein_coding,708.444507028484,0.705487538365143,1.45676311205195e-05,5220.85325115898,0.99722580597388,2.13981349951321e-29
ENSG00000058091,CDK14,protein_coding,1001.01958429595,0.709494591978045,1.6076431591988e-05,1207.09925829215,0.503304619325003,0.000387169380430089
ENSG00000168137,SETD5,protein_coding,5535.71343985628,0.511653418883558,1.71437459009423e-05,3172.76568598083,0.448702634928205,2.47489099453462e-05
ENSG00000076554,TPD52,protein_coding,5742.17928036772,0.600013387085482,1.89687336103497e-05,1882.07785520393,1.13664568560911,9.09899422734773e-25
ENSG00000133138,TBC1D8B,protein_coding,512.839043962379,0.785211178402492,1.94461486036415e-05,521.983735685917,1.3009917753432,2.92946158536441e-12
ENSG00000025039,RRAGD,protein_coding,549.34289732078,0.722313442512381,2.17988800420937e-05,1099.1883900361,0.515636333159813,0.00033795481757522
ENSG00000147027,TMEM47,protein_coding,525.618981318525,0.785403373010791,2.18118673806637e-05,254.134107407458,0.654076714110034,0.0228386738717191
ENSG00000257103,LSM14A,protein_coding,6152.78484904555,0.525986706816292,2.26693439867328e-05,2471.86500502883,0.368180463343677,0.00137630538639619
ENSG00000204634,TBC1D8,protein_coding,663.3325349359,0.676025227179096,2.76915194152764e-05,2798.47651527556,0.454611166743583,8.74591921696319e-05
ENSG00000172037,LAMB2,protein_coding,4448.44068291141,0.511679116910638,2.84367935098355e-05,2873.96006025874,0.341371754566558,0.002966508557716
ENSG00000121966,CXCR4,protein_coding,41.0242801486698,2.16152934593631,3.01166413633694e-05,97.5938571916839,2.87073594101551,2.40318591933237e-10
ENSG00000107077,KDM4C,protein_coding,1127.72747939056,0.596662636866285,3.23360483656719e-05,1095.52020200863,1.10005468902194,2.33944532023286e-16
ENSG00000135476,ESPL1,protein_coding,473.296916705179,0.756336518899412,3.29200298572237e-05,964.285572744388,0.377408218947645,0.0182017502602226
ENSG00000007384,RHBDF1,protein_coding,747.088987764176,0.649668288970845,3.49608481264483e-05,421.203141035934,0.502481759565795,0.023824953500877
ENSG00000135365,PHF21A,protein_coding,2007.66865362869,0.568895919426991,3.68495728209725e-05,1362.49998501217,0.868799220378246,4.19684613232365e-09
ENSG00000171552,BCL2L1,protein_coding,1912.25995980896,0.627216891566112,3.68495728209725e-05,3711.84133981582,0.377717385508759,0.000381394345364513
ENSG00000008405,CRY1,protein_coding,493.368525506481,0.72781696859605,3.74462951628249e-05,701.35993707278,0.6087602302876,0.00133904589067691
ENSG00000114999,TTL,protein_coding,927.129519719095,0.649542689636011,3.86944694147218e-05,2588.377392547,0.253688141005871,0.0412748736346476
